Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,Provider,Category,Population,Fast Food Density
178986,Waffle House #1393,36.189702,-86.410292,"380 Hwy 109 N, Lebanon, TN, 37090",380 Hwy 109 N,Lebanon,TN,37090,Wilson,Waffle House,Food Chains,151917.0,0.0008754780570969674
179847,Waffle House #2326,35.785879,-86.366404,"1622 Joe B Jackson, Murfreesboro, TN, 37127",1622 Joe B Jackson,Murfreesboro,TN,37127,Rutherford,Waffle House,Food Chains,352182.0,0.0008319562044624654
179841,Waffle House #317,35.167757,-89.863046,"1550 Sycamore View, Memphis, TN, 38134",1550 Sycamore View,Memphis,TN,38134,Shelby,Waffle House,Food Chains,924454.0,0.0007680209074761967
179578,Waffle House #584,36.153582,-86.686115,"2340 Elm Hill Pike, Nashville, TN, 37214",2340 Elm Hill Pike,Nashville,TN,37214,Davidson,Waffle House,Food Chains,703953.0,0.000869376222560313
179574,Waffle House #473,36.0849,-86.7618,"4301 Sidco Dr, Nashville, TN, 37204",4301 Sidco Dr,Nashville,TN,37204,Davidson,Waffle House,Food Chains,703953.0,0.000869376222560313
178555,Waffle House #1051,35.84590852,-86.44147395,"2427 Old Fort Pkwy, Murfreesboro, TN, 37128",2427 Old Fort Pkwy,Murfreesboro,TN,37128,Rutherford,Waffle House,Food Chains,352182.0,0.0008319562044624654
179465,Waffle House #713,35.054091,-85.18773,"6007 Shallowford Rd, Chattanooga, TN, 37411",6007 Shallowford Rd,Chattanooga,TN,37411,Hamilton,Waffle House,Food Chains,369135.0,0.00093732645238192
179817,Waffle House #246,36.17257256,-86.6018946,"5771 Old Hickory, Hermitage, TN, 37076",5771 Old Hickory,Hermitage,TN,37076,Davidson,Waffle House,Food Chains,703953.0,0.000869376222560313
179815,Waffle House #819,36.30734927,-86.65572332,"1090 West Main St, Hendersonville, TN, 37075",1090 West Main St,Hendersonville,TN,37075,Sumner,Waffle House,Food Chains,200557.0,0.0007080281416255728
178575,Waffle House #123,34.98939938,-85.20844722,"6513 Ringgold Road, Chattanooga, TN, 37412",6513 Ringgold Road,Chattanooga,TN,37412,Hamilton,Waffle House,Food Chains,369135.0,0.00093732645238192
179826,Waffle House #2108,36.0059,-84.0194,"103 Stekoia Lane, Knoxville, TN, 37912",103 Stekoia Lane,Knoxville,TN,37912,Knox,Waffle House,Food Chains,486677.0,0.0008321741113716079
246494,Waffle House #2404,35.972424,-87.129019,"7004 City Center Way, Fairview, TN, 37062",7004 City Center Way,Fairview,TN,37062,Williamson,Waffle House,Food Chains,255735.0,0.0009345611668328544
178990,Waffle House #387,35.018188,-85.28068,"2024 E 23rd Street, Chattanooga, TN, 37405",2024 E 23rd Street,Chattanooga,TN,37405,Hamilton,Waffle House,Food Chains,369135.0,0.00093732645238192
179577,Waffle House #561,36.08065529,-86.95460557,"7676 Hwy 70 S, Nashville, TN, 37221",7676 Hwy 70 S,Nashville,TN,37221,Davidson,Waffle House,Food Chains,703953.0,0.000869376222560313
178572,Waffle House #1205,35.115196,-89.8026,"1249 S Germantown Rd, Germantown, TN, 38138",1249 S Germantown Rd,Germantown,TN,38138,Shelby,Waffle House,Food Chains,924454.0,0.0007680209074761967
179831,Waffle House #894,35.92306234,-84.09343933,"411 Cedar Bluff Road, Knoxville, TN, 37923",411 Cedar Bluff Road,Knoxville,TN,37923,Knox,Waffle House,Food Chains,486677.0,0.0008321741113716079
179583,Waffle House #940,36.045417,-86.71137,"14991 Old Hickory, Nashville, TN, 37211",14991 Old Hickory,Nashville,TN,37211,Davidson,Waffle House,Food Chains,703953.0,0.000869376222560313
179816,Waffle House #2165,36.2,-86.6195,"4120 Lebanon Pike, Hermitage, TN, 37076",4120 Lebanon Pike,Hermitage,TN,37076,Davidson,Waffle House,Food Chains,703953.0,0.000869376222560313
179568,Waffle House #723,36.047286,-84.003139,"309 E Emory Rd, Powell, TN, 37849",309 E Emory Rd,Powell,TN,37849,Knox,Waffle House,Food Chains,486677.0,0.0008321741113716079
179477,Waffle House #2363,35.739722,-86.894112,"3815 Old Port Royal, Spring Hill, TN, 37174",3815 Old Port Royal,Spring Hill,TN,37174,Williamson,Waffle House,Food Chains,255735.0,0.0009345611668328544
305484,Waffle House #2439,35.813795,-86.442161,"2383 New Salem Rd, Murfreesboro, TN, 37128",2383 New Salem Rd,Murfreesboro,TN,37128,Rutherford,Waffle House,Food Chains,352182.0,0.0008319562044624654
034359,Taco Bell Murfreesboro,35.86309497,-86.40949886,"1301 Nw Broad St, Murfreesboro, TN, 37129",1301 Nw Broad St,Murfreesboro,TN,37129,Rutherford,Taco Bell,Food Chains,352182.0,0.0008319562044624654
8119,Smyrna-Nissan Bl,35.9748,-86.491961,"775 Nissan Dr, Smyrna, TN, 37167",775 Nissan Dr,Smyrna,TN,37167,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654
11867,Brentwood,36.035422,-86.791678,"109 E Park Dr, Brentwood, TN, 37027",109 E Park Dr,Brentwood,TN,37027,Williamson,McDonalds,Food Chains,255735.0,0.0009345611668328544
4953,Antioch-Hickory,36.048729,-86.651974,"5301 Hickory Hollow Ln, Antioch, TN, 37013",5301 Hickory Hollow Ln,Antioch,TN,37013,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
13122,Chatt/Erlanger,35.046745,-85.286977,"1117 E 3rd St, Chattanooga, TN, 37403",1117 E 3rd St,Chattanooga,TN,37403,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192
3274,Lebanon-Cumbrlnd,36.187757,-86.295938,"705 S Cumberland St, Lebanon, TN, 37087",705 S Cumberland St,Lebanon,TN,37087,Wilson,McDonalds,Food Chains,151917.0,0.0008754780570969674
2414,Nashvl-Hillsboro,36.101306,-86.817641,"4110 Hillsboro Rd, Nashville, TN, 37215",4110 Hillsboro Rd,Nashville,TN,37215,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
249147,Waffle House #2407,36.57403,-82.191311,"1005 Volunteer Pkwy, Bristol, TN, 37620",1005 Volunteer Pkwy,Bristol,TN,37620,Sullivan,Waffle House,Food Chains,159265.0,0.0009606630458669514
271471,Waffle House #2415,35.294349,-89.674687,"11636 Us Hwy 70, Arlington, TN, 38002",11636 Us Hwy 70,Arlington,TN,38002,Shelby,Waffle House,Food Chains,924454.0,0.0007680209074761967
9954,Burger King 4933 Main St,35.7749,-86.916502,"4933 Main St, Spring Hill, TN, 37174",4933 Main St,Spring Hill,TN,37174,Williamson,Burger King,Food Chains,255735.0,0.0009345611668328544
9801,Daylight Donuts Bartlett,35.86311,-88.555535,"7546 Us Hwy 70 Suite 101, Memphis, TN, 38134",7546 Us Hwy 70 Suite 101,Memphis,TN,38134,Shelby,Daylight Donuts,Food Chains,924454.0,0.0007680209074761967
10093,Daylight Donuts Spring Hill,35.744416,-86.892625,"4926 Port Royal Road Suite 111, Spring Hill, TN, 37174",4926 Port Royal Road Suite 111,Spring Hill,TN,37174,Williamson,Daylight Donuts,Food Chains,255735.0,0.0009345611668328544
3808,Franklin-Hwy 96,35.925341,-86.874179,"106 Hwy 96 W, Franklin, TN, 37064",106 Hwy 96 W,Franklin,TN,37064,Williamson,McDonalds,Food Chains,255735.0,0.0009345611668328544
15662,Memphis-Getwell,35.020224,-89.935656,"3845 E Shelby Dr, Memphis, TN, 38118",3845 E Shelby Dr,Memphis,TN,38118,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
1423,Nash-Murf Rd,36.142965,-86.743719,"524 Murfreesboro Rd, Nashville, TN, 37210",524 Murfreesboro Rd,Nashville,TN,37210,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
31776,Sto II- Kingspor,36.505028,-82.553954,"1331 John B Dennis Highway, Kingsport, TN, 37660",1331 John B Dennis Highway,Kingsport,TN,37660,Sullivan,McDonalds,Food Chains,159265.0,0.0009606630458669514
12644,Mt Juliet/Bp Oil,36.173358,-86.513918,"126 N Mount Juliet Rd, Mount Juliet, TN, 37122",126 N Mount Juliet Rd,Mount Juliet,TN,37122,Wilson,McDonalds,Food Chains,151917.0,0.0008754780570969674
14957,Emory Rd-Powell,36.050083,-83.998971,"409 Emory Rd, Knoxville, TN, 37938",409 Emory Rd,Knoxville,TN,37938,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079
36566,"Spring Hill, Tn",35.73721,-86.892989,"3833 Old Port Royal Rd N, Spring Hill, TN, 37174",3833 Old Port Royal Rd N,Spring Hill,TN,37174,Williamson,McDonalds,Food Chains,255735.0,0.0009345611668328544
11786,Lebanon/W.Main,36.216338,-86.331644,"1420 W Main St, Lebanon, TN, 37087",1420 W Main St,Lebanon,TN,37087,Wilson,McDonalds,Food Chains,151917.0,0.0008754780570969674
23148,Nash-Nippers,36.040893,-86.745035,"410 Old Hickory Blvd, Nashville, TN, 37211",410 Old Hickory Blvd,Nashville,TN,37211,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
23381,Chatt-Lakesite,35.20111,-85.158681,"8601 Hixson Pike, Hixson, TN, 37343",8601 Hixson Pike,Hixson,TN,37343,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192
2356,Goodletvl-Two,36.300169,-86.700042,"906 Two Mile Pky, Goodlettsville, TN, 37072",906 Two Mile Pky,Goodlettsville,TN,37072,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
11662,Chatt-Hwy 153,35.13879,-85.247152,"5440 Hwy 153, Hixson, TN, 37343",5440 Hwy 153,Hixson,TN,37343,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192
30270,I-24 Love's,35.724352,-86.319229,"6137 Epps MIll Rd, Christiana, TN, 37037",6137 Epps MIll Rd,Christiana,TN,37037,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654
33912,Collierville Rel,35.046564,-89.690743,"852 W Poplar Ave, Collierville, TN, 38017",852 W Poplar Ave,Collierville,TN,38017,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
5555,Kngsprt-Alandale,36.552468,-82.624952,"4300 W Stone Dr, Kingsport, TN, 37660",4300 W Stone Dr,Kingsport,TN,37660,Sullivan,McDonalds,Food Chains,159265.0,0.0009606630458669514
11943,Sycamore View,35.169445,-89.864897,"1610 Sycamore View, Memphis, TN, 38134",1610 Sycamore View,Memphis,TN,38134,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
11284,Knoxvile/Clinton,36.006643,-84.024559,"6715 Clinton Hwy, Powell, TN, 37849",6715 Clinton Hwy,Powell,TN,37849,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079
3342,Chattanooga-58,35.084749,-85.19346,"4608 Hwy 58, Chattanooga, TN, 37416",4608 Hwy 58,Chattanooga,TN,37416,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192
1281,Chatta-Hixson,35.115276,-85.254478,"4123 Hixson Pike, Chattanooga, TN, 37415",4123 Hixson Pike,Chattanooga,TN,37415,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192
5724,Memphis-N Thomas,35.21154,-90.032672,"3149 N Thomas St, Memphis, TN, 38127",3149 N Thomas St,Memphis,TN,38127,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
27733,M'boro-Rutherfrd,35.811719,-86.368039,"1716 S Rutherford Blvd, Murfreesboro, TN, 37130",1716 S Rutherford Blvd,Murfreesboro,TN,37130,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654
7509,Memphis-Elmore,35.185351,-89.895877,"2200 Covington Pike, Memphis, TN, 38128",2200 Covington Pike,Memphis,TN,38128,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
27062,Gallatin -Vol St,36.359509,-86.498114,"990 Greensboro Dr, Gallatin, TN, 37066",990 Greensboro Dr,Gallatin,TN,37066,Sumner,McDonalds,Food Chains,200557.0,0.0007080281416255728
21377,Smyrna-Almaville,35.933424,-86.532749,"1855 Almaville Rd, Smyrna, TN, 37167",1855 Almaville Rd,Smyrna,TN,37167,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654
32838,Piney Flats Tn,36.425601,-82.316175,"5955 Highway 11 E, Piney Flats, TN, 37686",5955 Highway 11 E,Piney Flats,TN,37686,Sullivan,McDonalds,Food Chains,159265.0,0.0009606630458669514
35166,Frayser Relo,35.220827,-89.97417,"2681 Frayser Blvd, Memphis, TN, 38127",2681 Frayser Blvd,Memphis,TN,38127,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
2495,Knoxvle-Cumber,35.955964,-83.933319,"1720 W Cumberland Ave, Knoxville, TN, 37912",1720 W Cumberland Ave,Knoxville,TN,37912,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079
34970,64 & Canada,35.206307,-89.731713,"9940 Us Highway 64, Arlington, TN, 38002",9940 Us Highway 64,Arlington,TN,38002,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
31702,"Karns, Tn",35.990007,-84.075797,"7134 Oak Ridge Highway, Knoxville, TN, 37931",7134 Oak Ridge Highway,Knoxville,TN,37931,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079
5284,Memphis-Summer,35.149388,-89.920304,"4210 Summer Ave, Memphis, TN, 38122",4210 Summer Ave,Memphis,TN,38122,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
288,Knoxvl-N Brdwy,36.000893,-83.925265,"3120 N Broadway, Knoxville, TN, 37917",3120 N Broadway,Knoxville,TN,37917,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079
11149,Knoxvle-Kingston,35.910057,-84.099882,"9501 Kingston Pike, Knoxville, TN, 37923",9501 Kingston Pike,Knoxville,TN,37923,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079
36839,Wincheste Relo,35.048562,-89.826692,"7101 Winchester Road, Memphis, TN, 38125",7101 Winchester Road,Memphis,TN,38125,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
26871,"Spring Hill, Tn",35.77677,-86.914705,"4908 Columbia Hwy, Spring Hill, TN, 37174",4908 Columbia Hwy,Spring Hill,TN,37174,Williamson,McDonalds,Food Chains,255735.0,0.0009345611668328544
4066,Gallatin-W Main,36.385619,-86.45516,"402 W Main St, Gallatin, TN, 37066",402 W Main St,Gallatin,TN,37066,Sumner,McDonalds,Food Chains,200557.0,0.0007080281416255728
30226,Bell,36.060934,-86.629187,"3035 Hamilton Church Rd (Walmart 5058), Antioch, TN, 37013",3035 Hamilton Church Rd (Walmart 5058),Antioch,TN,37013,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
13617,Chatt/Gunbarrel,35.031686,-85.155316,"2017 Gunbarrel Rd, Chattanooga, TN, 37421",2017 Gunbarrel Rd,Chattanooga,TN,37421,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192
7324,Memphis-Poplar,35.143467,-90.014186,"1389 Poplar Avenue, Memphis, TN, 38104",1389 Poplar Avenue,Memphis,TN,38104,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
35027,Lamar & Airways,35.105232,-89.984598,"1472 S Trezevant Street, Memphis, TN, 38114",1472 S Trezevant Street,Memphis,TN,38114,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
565,Clrksvl-2nd,36.539805,-87.365181,"792 N 2nd St, Clarksville, TN, 37040",792 N 2nd St,Clarksville,TN,37040,Montgomery,McDonalds,Food Chains,227900.0,0.0007591048705572619
2776,Memphis-Summer,35.151328,-89.891472,"5084 Summer Ave, Memphis, TN, 38122",5084 Summer Ave,Memphis,TN,38122,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
34255,Whitten@Raleigh,35.17889,-89.836807,"1959 Whitten Road, Memphis, TN, 38133",1959 Whitten Road,Memphis,TN,38133,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
16090,Soddy Daisy,35.25335,-85.182283,"104 Sequoyah Access Rd, Soddy Daisy, TN, 37379",104 Sequoyah Access Rd,Soddy Daisy,TN,37379,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192
3749,Chatt -Dayton,35.089798,-85.312555,"2003 Dayton Blvd, Chattanooga, TN, 37415",2003 Dayton Blvd,Chattanooga,TN,37415,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192
31433,Bellvue Hwy. 100,36.045543,-86.953624,"8050 Highway 100, Nashville, TN, 37221",8050 Highway 100,Nashville,TN,37221,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
407,Kingsport-Ft Hen,36.525304,-82.520807,"2330 Fort Henry Dr, Kingsport, TN, 37664",2330 Fort Henry Dr,Kingsport,TN,37664,Sullivan,McDonalds,Food Chains,159265.0,0.0009606630458669514
36375,"Clarksville, Tn",36.627779,-87.432944,"2961 Ft Campbell Blvd, Clarksville, TN, 37042",2961 Ft Campbell Blvd,Clarksville,TN,37042,Montgomery,McDonalds,Food Chains,227900.0,0.0007591048705572619
32319,Knoxville Tn (MI,35.944496,-84.069428,"8451 Middlebrook Pike, Knoxville, TN, 37919",8451 Middlebrook Pike,Knoxville,TN,37919,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079
2994,Nashvl-Murf Rd,36.121714,-86.705319,"1173 Murfreesboro Rd, Nashville, TN, 37217",1173 Murfreesboro Rd,Nashville,TN,37217,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
28072,Goose Creek,35.860726,-86.840261,"1003 Village Plains Blvd, Franklin, TN, 37064",1003 Village Plains Blvd,Franklin,TN,37064,Williamson,McDonalds,Food Chains,255735.0,0.0009345611668328544
1738,Bristol-Voluntr,36.573059,-82.193573,"1102 Volunteer Pky, Bristol, TN, 37620",1102 Volunteer Pky,Bristol,TN,37620,Sullivan,McDonalds,Food Chains,159265.0,0.0009606630458669514
3041,Memphis-Union,35.134062,-89.992695,"2073 Union Ave, Memphis, TN, 38104",2073 Union Ave,Memphis,TN,38104,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
4313,Hendrsnvl-W Main,36.30261,-86.627775,"393 W Main St, Hendersonville, TN, 37075",393 W Main St,Hendersonville,TN,37075,Sumner,McDonalds,Food Chains,200557.0,0.0007080281416255728
392,Knoxvl-Chap Hwy,35.950546,-83.914622,"2505 Chapman Hwy, Knoxville, TN, 37912",2505 Chapman Hwy,Knoxville,TN,37912,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079
10598,Nash-S. Plaza,36.046573,-86.712866,"5744 Nolensville Rd, Nashville, TN, 37211",5744 Nolensville Rd,Nashville,TN,37211,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
3114,Nashvil-Mcgavock,36.170671,-86.680055,"154 Mcgavock Pike, Nashville, TN, 37214",154 Mcgavock Pike,Nashville,TN,37214,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
1083,Memphis-Poplar,35.107605,-89.88591,"5263 Poplar Dr, Memphis, TN, 38119",5263 Poplar Dr,Memphis,TN,38119,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
27396,Whitehaven,35.037385,-90.024728,"4096 Elvis Presley Blvd, Memphis, TN, 38116",4096 Elvis Presley Blvd,Memphis,TN,38116,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
6112,Nashvl-Charlotte,36.152409,-86.844063,"4700 Charlotte Ave, Nashville, TN, 37209",4700 Charlotte Ave,Nashville,TN,37209,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
33609,Knoxville Tn (Ha,35.947176,-84.159432,"10708 Hardin Valley Rd, Knoxville, TN, 37920",10708 Hardin Valley Rd,Knoxville,TN,37920,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079
5650,Knoxvlle/Western,35.972065,-83.986144,"4420 Western Avenue, Knoxville, TN, 37912",4420 Western Avenue,Knoxville,TN,37912,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079
29403,"Arlington, Tn",35.293786,-89.676154,"11590 Highway 70, Arlington, TN, 38002",11590 Highway 70,Arlington,TN,38002,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
27642,"La Vergne, Tn",36.020728,-86.576885,"5147 Murfreesboro Rd, La Vergne, TN, 37086",5147 Murfreesboro Rd,La Vergne,TN,37086,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654
5154,Germantown-Road,35.093484,-89.80834,"2030 Germantown Rd, Germantown, TN, 38138",2030 Germantown Rd,Germantown,TN,38138,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
34324,"MIll Creek, Tn",35.997575,-86.689994,"6720 Nolensville Pike, Brentwood, TN, 37027",6720 Nolensville Pike,Brentwood,TN,37027,Williamson,McDonalds,Food Chains,255735.0,0.0009345611668328544
6897,Nashvle-Harding,36.086377,-86.694864,"331 Harding Pl, Nashville, TN, 37211",331 Harding Pl,Nashville,TN,37211,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
37243,Bass Pro-Bristol,36.590645,-82.261688,"325 Pinnacle Parkway, Bristol, TN, 37620",325 Pinnacle Parkway,Bristol,TN,37620,Sullivan,McDonalds,Food Chains,159265.0,0.0009606630458669514
6363,Smyrna-Lowry,35.992976,-86.527231,"345 N Lowry St, Smyrna, TN, 37167",345 N Lowry St,Smyrna,TN,37167,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654
36073,"Clarksville, Tn",36.624876,-87.317204,"3891 Trenton Rd, Clarksville, TN, 37040",3891 Trenton Rd,Clarksville,TN,37040,Montgomery,McDonalds,Food Chains,227900.0,0.0007591048705572619
35854,Highland Relo,35.114704,-89.945605,"614 S Highland St, Memphis, TN, 38111",614 S Highland St,Memphis,TN,38111,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
13503,Millertown Pike,36.031396,-83.870122,"5260 Millertown Pike, Knoxville, TN, 37918",5260 Millertown Pike,Knoxville,TN,37918,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079
2268,Murf-Broad,35.841513,-86.391134,"106 Se Broad St, Murfreesboro, TN, 37130",106 Se Broad St,Murfreesboro,TN,37130,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654
6590,Memph-6050 Winch,35.050288,-89.861167,"6050 Winchester, Memphis, TN, 38115",6050 Winchester,Memphis,TN,38115,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
19815,Northshore,35.861059,-84.068175,"9526 S Northshore Dr Sw, Knoxville, TN, 37921",9526 S Northshore Dr Sw,Knoxville,TN,37921,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079
7071,Memphis-Jackson,35.165064,-89.953162,"3224 Jackson Ave, Memphis, TN, 38122",3224 Jackson Ave,Memphis,TN,38122,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
6092,Memphis-Poplar,35.133305,-89.961969,"2994 Poplar Avenue, Memphis, TN, 38111",2994 Poplar Avenue,Memphis,TN,38111,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
31693,"Cordova, Tn Hous",35.158248,-89.726924,"1206 Houston Levee Road, Cordova, TN, 38018",1206 Houston Levee Road,Cordova,TN,38018,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
6125,Nashvl-Dickerson,36.235466,-86.758737,"3300 Dickerson Rd, Nashville, TN, 37207",3300 Dickerson Rd,Nashville,TN,37207,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
1243,Knoxvle-Kingstn,35.931447,-84.023464,"7030 Kingston Pike, Knoxville, TN, 37919",7030 Kingston Pike,Knoxville,TN,37919,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079
24675,Murfreesboro-Hwy,35.844763,-86.444125,"2595 Old Fort Pkwy, Murfreesboro, TN, 37130",2595 Old Fort Pkwy,Murfreesboro,TN,37130,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654
1422,Nashvil-Nolnvil,36.081972,-86.727361,"4041 Nolensville Rd, Nashville, TN, 37211",4041 Nolensville Rd,Nashville,TN,37211,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
14581,Bartlett-G'tn/64,35.205219,-89.793856,"8062 Us Highway 64, Memphis, TN, 38133",8062 Us Highway 64,Memphis,TN,38133,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
39008,Hwy 70 & Appling,35.229057,-89.809842,"7599 Highway 70, Memphis, TN, 38133",7599 Highway 70,Memphis,TN,38133,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
6091,Bartlett- Stage,35.205257,-89.861745,"6048 Stage Rd, Memphis, TN, 38134",6048 Stage Rd,Memphis,TN,38134,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
13778,"La Vergne, Tn",36.00004,-86.595715,"505 Waldron Rd, La Vergne, TN, 37086",505 Waldron Rd,La Vergne,TN,37086,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654
13557,H'ville/Shackle,36.321536,-86.623049,"305 New Shackle Island Rd, Hendersonville, TN, 37075",305 New Shackle Island Rd,Hendersonville,TN,37075,Sumner,McDonalds,Food Chains,200557.0,0.0007080281416255728
18960,Spring Hill,35.744772,-86.939161,"5431 Main St, Spring Hill, TN, 37174",5431 Main St,Spring Hill,TN,37174,Williamson,McDonalds,Food Chains,255735.0,0.0009345611668328544
13956,Old Hickory Tn,36.257828,-86.657509,"1252 Robinson Rd, Old Hickory, TN, 37138",1252 Robinson Rd,Old Hickory,TN,37138,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
13749,"Ooltewah, Tn",35.084597,-85.062009,"9211 Lee Hwy, Ooltewah, TN, 37363",9211 Lee Hwy,Ooltewah,TN,37363,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192
24038,Nash -I-40 & Old,36.169258,-86.599811,"5800 Old Hickory Blvd, Hermitage, TN, 37076",5800 Old Hickory Blvd,Hermitage,TN,37076,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
13418,Cool Sprg-Moores,35.966174,-86.810918,"1704 Galleria Blvd, Franklin, TN, 37064",1704 Galleria Blvd,Franklin,TN,37064,Williamson,McDonalds,Food Chains,255735.0,0.0009345611668328544
35220,Mountain G,35.906919,-83.839259,"7545 Mountain Grove Drive, Knoxville, TN, 37920",7545 Mountain Grove Drive,Knoxville,TN,37920,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079
36954,Medical Ctr Pkwy,35.865501,-86.446419,"2874 Medical Center Pkwy, Murfreesboro, TN, 37129",2874 Medical Center Pkwy,Murfreesboro,TN,37129,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654
6094,Nashville-Brick,36.208412,-86.77736,"2311 Brick Church Pike, Nashville, TN, 37206",2311 Brick Church Pike,Nashville,TN,37206,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
14041,Memphis-Poplar,35.098887,-89.840754,"6690 Poplar Ave, Germantown, TN, 38138",6690 Poplar Ave,Germantown,TN,38138,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967
11109,Hermitage II,36.215497,-86.593396,"4734 Lebanon Pike, Hermitage, TN, 37076",4734 Lebanon Pike,Hermitage,TN,37076,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313
23803,Fairview,35.972451,-87.128348,"2233 Fairview Blvd, Fairview, TN, 37062",2233 Fairview Blvd,Fairview,TN,37062,Williamson,McDonalds,Food Chains,255735.0,0.0009345611668328544
3205,Knoxvl Ced,35.921112,-84.09191,"322 Cedar Bluff Rd, Knoxville, TN, 37923",322 Cedar Bluff Rd,Knoxville,TN,37923,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079
4685,Lynn Garden,36.579128,-82.567509,"1501 Lynn Garden Rd, Kingsport, TN, 37665",1501 Lynn Garden Rd,Kingsport,TN,37665,Sullivan,McDonalds,Food Chains,159265.0,0.0009606630458669514
