Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,Provider,Category,Population,Fast Food Density
54648,Adams Market,36.5815,-87.0661,"7669 Highway 41n, Adams, TN, 37010",7669 Highway 41n,Adams,TN,37010,Montgomery,Hunt Brothers Pizza,Food Chains,227900.0,0.0007591048705572619
54621,Valley Market Inc,36.2195,-86.6936,"2425 Music Valley Drive, Nashville, TN, 37214",2425 Music Valley Drive,Nashville,TN,37214,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
65088,Lacy's Market,36.0705,-86.4627,"2330 Couchville Pike, Mount Juliet, TN, 37122",2330 Couchville Pike,Mount Juliet,TN,37122,Wilson,Hunt Brothers Pizza,Food Chains,151917.0,0.0008754780570969674
63209,Time Savers Market,36.5892,-86.5238,"500 N Broadway, Portland, TN, 37148",500 N Broadway,Portland,TN,37148,Sumner,Hunt Brothers Pizza,Food Chains,200557.0,0.0007080281416255728
72215,Austin Peay Market,36.5613,-86.2562,"5102 Austin Peay Highway, Westmoreland, TN, 37186",5102 Austin Peay Highway,Westmoreland,TN,37186,Sumner,Hunt Brothers Pizza,Food Chains,200557.0,0.0007080281416255728
74678,Impact Hospitality Llc,36.2487,-86.7392,"619 W Due West, Madison, TN, 37115",619 W Due West,Madison,TN,37115,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
69532,Rawleigh Discount Tobacco,35.2212,-89.9278,"3501 Ramill Road, Memphis, TN, 38128",3501 Ramill Road,Memphis,TN,38128,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
62065,Z Market,35.0919,-89.9306,"1460 Getwell Rd, Memphis, TN, 38111",1460 Getwell Rd,Memphis,TN,38111,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
70638,Save More Market Express,35.1084,-89.9699,"2768 Park Ave, Memphis, TN, 38114",2768 Park Ave,Memphis,TN,38114,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
70611,Corner Food Mart,35.1176,-90.0023,"1796 Lamar Avenue, Memphis, TN, 38114",1796 Lamar Avenue,Memphis,TN,38114,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
70595,E-Market,35.1454,-90.0347,"777 Poplar Avenue, Memphis, TN, 38105",777 Poplar Avenue,Memphis,TN,38105,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
67204,Corner Market & Deli,36.2321,-86.491,"20 Benders Ferry Rd, Mount Juliet, TN, 37122",20 Benders Ferry Rd,Mount Juliet,TN,37122,Wilson,Hunt Brothers Pizza,Food Chains,151917.0,0.0008754780570969674
70607,Shop-N-Rite,35.0921,-89.9951,"1943 Castalia Street, Memphis, TN, 38114",1943 Castalia Street,Memphis,TN,38114,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
69754,Horn Lake Food Mart,35.063,-90.0694,"3135 New Horn Lake Rd, Memphis, TN, 38109",3135 New Horn Lake Rd,Memphis,TN,38109,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
54729,Sudden Service #0033,36.5605,-87.2895,"600 Rossview Rd, Clarksville, TN, 37043",600 Rossview Rd,Clarksville,TN,37043,Montgomery,Hunt Brothers Pizza,Food Chains,227900.0,0.0007591048705572619
66846,Buy The Way Market,35.8432,-86.7448,"6327 Arno Rd, Franklin, TN, 37064",6327 Arno Rd,Franklin,TN,37064,Williamson,Hunt Brothers Pizza,Food Chains,255735.0,0.0009345611668328544
70609,Danny's Market,35.1634,-90.0389,"296 Chelsea Avenue, Memphis, TN, 38107",296 Chelsea Avenue,Memphis,TN,38107,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
62106,Five Star Express,35.2168,-89.986,"2331 Frayser Blvd, Memphis, TN, 38127",2331 Frayser Blvd,Memphis,TN,38127,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
69677,Save N Go Mart Llc,35.0745,-89.8695,"5816 Mount Moriah Rd Extended, Memphis, TN, 38115",5816 Mount Moriah Rd Extended,Memphis,TN,38115,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
69543,Smart Mart Express,35.2425,-89.993,"4284 Overton Crossing Street, Memphis, TN, 38127",4284 Overton Crossing Street,Memphis,TN,38127,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
86689,Kwality Market,35.0593,-89.7937,"3315 Hacks Cross Rd, Memphis, TN, 38125",3315 Hacks Cross Rd,Memphis,TN,38125,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
69756,Rosewood Market,35.0947,-90.0438,"1908 South Lauderdale St, Memphis, TN, 38106",1908 South Lauderdale St,Memphis,TN,38106,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
70620,Pope Street Grocery,35.1539,-89.956,"797 Pope St, Memphis, TN, 38112",797 Pope St,Memphis,TN,38112,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
64405,Buy The Way,36.0443,-86.6499,"220 Crossings Place, Antioch, TN, 37013",220 Crossings Place,Antioch,TN,37013,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
69534,Raleigh Amoco,35.2112,-89.9228,"3126 Raleigh Millington Rd, Memphis, TN, 38128",3126 Raleigh Millington Rd,Memphis,TN,38128,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
54653,Foxland Market,36.3434,-86.5139,"200 Douglas Bend Road, Gallatin, TN, 37066",200 Douglas Bend Road,Gallatin,TN,37066,Sumner,Hunt Brothers Pizza,Food Chains,200557.0,0.0007080281416255728
70833,Browns Ferry Market,35.039886,-85.358101,"541 Browns Ferry Road, Chattanooga, TN, 37419",541 Browns Ferry Road,Chattanooga,TN,37419,Hamilton,Hunt Brothers Pizza,Food Chains,369135.0,0.00093732645238192
70657,Corner Food Market Inc,35.0519,-89.9221,"4232 Winchester Rd, Memphis, TN, 38118",4232 Winchester Rd,Memphis,TN,38118,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
79533,Gc Mart,36.1478,-86.7602,"10 Fairfield Ave, Nashville, TN, 37210",10 Fairfield Ave,Nashville,TN,37210,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
54715,Food Mart Llc,36.1852,-86.845,"1497 County Hospital Rd, Nashville, TN, 37218",1497 County Hospital Rd,Nashville,TN,37218,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
64434,Taylor's Market,35.8313,-86.3051,"4524 Woodbury Pike, Murfreesboro, TN, 37127",4524 Woodbury Pike,Murfreesboro,TN,37127,Rutherford,Hunt Brothers Pizza,Food Chains,352182.0,0.0008319562044624654
70603,Lamar Texaco,35.1057,-89.9859,"2306 Lamar Avenue, Memphis, TN, 38114",2306 Lamar Avenue,Memphis,TN,38114,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
62947,Country Food Market,35.3745,-89.7561,"9112 Austin Peay Hwy, Millington, TN, 38053",9112 Austin Peay Hwy,Millington,TN,38053,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
69661,Red Lion,35.0606,-89.8563,"6200 Knight Arnold Rd, Memphis, TN, 38115",6200 Knight Arnold Rd,Memphis,TN,38115,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
63869,Rivaan H. Inc,36.2511,-86.1237,"8451 Carthage Hwy, Nashville, TN, 37218",8451 Carthage Hwy,Nashville,TN,37218,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
54716,All Star Mini Mart,36.2075,-86.7935,"2201 Whites Creek Pike, Nashville, TN, 37207",2201 Whites Creek Pike,Nashville,TN,37207,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
70644,Wava Stop,35.1725,-89.9422,"3541 Jackson Ave, Memphis, TN, 38122",3541 Jackson Ave,Memphis,TN,38122,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
75722,Almaville Station,35.9255,-86.5373,"2205 Almaville Rd, Smyrna, TN, 37167",2205 Almaville Rd,Smyrna,TN,37167,Rutherford,Hunt Brothers Pizza,Food Chains,352182.0,0.0008319562044624654
54667,The Friendly Corner,36.2799,-86.8736,"5500 Clarksville Pike, Joelton, TN, 37080",5500 Clarksville Pike,Joelton,TN,37080,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
54665,Hickory Market,36.2305,-86.5886,"4337 Saundersville Road, Old Hickory, TN, 37138",4337 Saundersville Road,Old Hickory,TN,37138,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
75375,Bizee Mart #103,35.8705,-86.3919,"302 W Northfield Blvd, Murfreesboro, TN, 37129",302 W Northfield Blvd,Murfreesboro,TN,37129,Rutherford,Hunt Brothers Pizza,Food Chains,352182.0,0.0008319562044624654
69741,Walker Home Grocery,35.0555,-90.0745,"315 W Mitchell Road, Memphis, TN, 38109",315 W Mitchell Road,Memphis,TN,38109,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
69535,Shop-N-Go,35.2069,-89.9925,"2141 Whitney Avenue, Memphis, TN, 38127",2141 Whitney Avenue,Memphis,TN,38127,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
13071,Rooster Market,35.0698,-89.9051,"2898 S Perkins Rd, Memphis, TN, 38118",2898 S Perkins Rd,Memphis,TN,38118,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
54635,Star Mart,36.1713,-86.7522,"1001 Shelby Avenue, Nashville, TN, 37205",1001 Shelby Avenue,Nashville,TN,37205,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
70718,Eagle Travel Center,35.346874,-85.182205,"12840 Jones Gap Road, Soddy Daisy, TN, 37379",12840 Jones Gap Road,Soddy Daisy,TN,37379,Hamilton,Hunt Brothers Pizza,Food Chains,369135.0,0.00093732645238192
54759,Marathon Lebanon Rd,36.2172,-86.5851,"15333 Lebanon Rd, Nashville, TN, 37213",15333 Lebanon Rd,Nashville,TN,37213,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
86161,Hunters Point Market And Deli,36.2961,-86.2663,"6288 Hunters Point Pike, Lebanon, TN, 37087",6288 Hunters Point Pike,Lebanon,TN,37087,Wilson,Hunt Brothers Pizza,Food Chains,151917.0,0.0008754780570969674
54706,Shell At Madison,36.243,-86.7383,"1311 Briarville Rd, Madison, TN, 37115",1311 Briarville Rd,Madison,TN,37115,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
66367,L&C Market,36.111,-86.1991,"4950 Sparta Pike, Watertown, TN, 37184",4950 Sparta Pike,Watertown,TN,37184,Wilson,Hunt Brothers Pizza,Food Chains,151917.0,0.0008754780570969674
64440,Rock Springs Market,35.9728,-86.5639,"2124 Rock Springs Rd, Smyrna, TN, 37167",2124 Rock Springs Rd,Smyrna,TN,37167,Rutherford,Hunt Brothers Pizza,Food Chains,352182.0,0.0008319562044624654
70050,Burnett's Bp,36.3455,-86.9355,"1279 Jackson Felts Rd, Joelton, TN, 37080",1279 Jackson Felts Rd,Joelton,TN,37080,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
69546,Hawkins Mart Inc,35.2232,-89.9333,"3906 Hawkins MIll Road, Memphis, TN, 38128",3906 Hawkins MIll Road,Memphis,TN,38128,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
70845,Sunrise Market,35.073041,-85.164446,"6506 Bonny Oaks Drive, Chattanooga, TN, 37416",6506 Bonny Oaks Drive,Chattanooga,TN,37416,Hamilton,Hunt Brothers Pizza,Food Chains,369135.0,0.00093732645238192
69655,Rico 1 Stop Shop,35.0505,-89.9021,"4835 Winchester Road, Memphis, TN, 38118",4835 Winchester Road,Memphis,TN,38118,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
70600,Airways Grocery,35.0842,-89.986,"2238 Airways Boulevard, Memphis, TN, 38114",2238 Airways Boulevard,Memphis,TN,38114,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
74937,Orange Mound Market Llc,35.1088,-89.9821,"2408 Park Ave, Memphis, TN, 38114",2408 Park Ave,Memphis,TN,38114,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
74406,Fast Shop,36.2061,-86.7709,"2202 Dickerson Pike, Nashville, TN, 37207",2202 Dickerson Pike,Nashville,TN,37207,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
54713,Fast Stop 16,36.3973,-87.406,"1475 Dover Rd, Clarksville, TN, 37042",1475 Dover Rd,Clarksville,TN,37042,Montgomery,Hunt Brothers Pizza,Food Chains,227900.0,0.0007591048705572619
70605,King's Drive In Grocery,35.1664,-89.9835,"1098 Springdale Street, Memphis, TN, 38108",1098 Springdale Street,Memphis,TN,38108,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
69646,Sav On Gas,35.0354,-89.848,"6444 E Raines Road, Memphis, TN, 38115",6444 E Raines Road,Memphis,TN,38115,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
79530,Galbreath's Grocery,36.334,-86.7789,"5778 Lickton Pike, Goodlettsville, TN, 37072",5778 Lickton Pike,Goodlettsville,TN,37072,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
54615,Depot Junction,36.0996,-86.1337,"108 Depot St, Watertown, TN, 37184",108 Depot St,Watertown,TN,37184,Wilson,Hunt Brothers Pizza,Food Chains,151917.0,0.0008754780570969674
85947,Ians Market 109,35.8421,-86.3546,"235 N Rutherford Blvd, Murfreesboro, TN, 37130",235 N Rutherford Blvd,Murfreesboro,TN,37130,Rutherford,Hunt Brothers Pizza,Food Chains,352182.0,0.0008319562044624654
68064,Legacy Station,35.9519,-86.5177,"1400 Lee Victory Parkway, Smyrna, TN, 37167",1400 Lee Victory Parkway,Smyrna,TN,37167,Rutherford,Hunt Brothers Pizza,Food Chains,352182.0,0.0008319562044624654
69538,Lovelys Food Market,35.2189,-90.0036,"3427 N Watkins St, Memphis, TN, 38127",3427 N Watkins St,Memphis,TN,38127,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
66835,One Stop Mkt,35.7461,-86.8379,"2350 Lewisburg Pike, Franklin, TN, 37064",2350 Lewisburg Pike,Franklin,TN,37064,Williamson,Hunt Brothers Pizza,Food Chains,255735.0,0.0009345611668328544
64436,Ed's Bait & Tackle,35.9655,-86.464,"8200 Florence Rd, Smyrna, TN, 37167",8200 Florence Rd,Smyrna,TN,37167,Rutherford,Hunt Brothers Pizza,Food Chains,352182.0,0.0008319562044624654
54720,Jm Market,36.2388,-86.5327,"590 Nonaville Rd, Mount Juliet, TN, 37122",590 Nonaville Rd,Mount Juliet,TN,37122,Wilson,Hunt Brothers Pizza,Food Chains,151917.0,0.0008754780570969674
66831,Jewell's Market,35.9114,-86.8894,"1421 West Main Street, Franklin, TN, 37064",1421 West Main Street,Franklin,TN,37064,Williamson,Hunt Brothers Pizza,Food Chains,255735.0,0.0009345611668328544
66827,Serve & Go *8,35.7989,-86.8437,"1883 Lewisburg Pike, Franklin, TN, 37064",1883 Lewisburg Pike,Franklin,TN,37064,Williamson,Hunt Brothers Pizza,Food Chains,255735.0,0.0009345611668328544
79531,Kwik Sak *629,36.1933,-86.8315,"2012 South Hamilton Road, Nashville, TN, 37218",2012 South Hamilton Road,Nashville,TN,37218,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
72513,Z Market,35.0003,-90.0243,"1193 Winfield Ave, Memphis, TN, 38116",1193 Winfield Ave,Memphis,TN,38116,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
69748,Third St. Hop In,35.0862,-90.0573,"2231 South Third Street, Memphis, TN, 38109",2231 South Third Street,Memphis,TN,38109,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
19961,Watkins Bp,35.1975,-90.0076,"2626 N Watkins, Memphis, TN, 38128",2626 N Watkins,Memphis,TN,38128,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
64681,C & G Food Mart,36.52,-87.3473,"901 Crossland Ave, Clarksville, TN, 37040",901 Crossland Ave,Clarksville,TN,37040,Montgomery,Hunt Brothers Pizza,Food Chains,227900.0,0.0007591048705572619
54638,Quick Check,36.3869,-86.4963,"2059 Long Hollow Pike, Gallatin, TN, 37066",2059 Long Hollow Pike,Gallatin,TN,37066,Sumner,Hunt Brothers Pizza,Food Chains,200557.0,0.0007080281416255728
79552,Gpm 3414 Bluff City,36.509445,-82.204361,"Main, Bluff City, TN, 37618",Main,Bluff City,TN,37618,Sullivan,Hunt Brothers Pizza,Food Chains,159265.0,0.0009606630458669514
69533,A-Ok Grocery,35.1999,-89.976,"2725 Range Line Road, Memphis, TN, 38127",2725 Range Line Road,Memphis,TN,38127,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
72221,Castalian Springs Market,36.3951,-86.3076,"3120 Hartsville Pike, Castalian Springs, TN, 37031",3120 Hartsville Pike,Castalian Springs,TN,37031,Sumner,Hunt Brothers Pizza,Food Chains,200557.0,0.0007080281416255728
61611,Park Express,35.1071,-89.9333,"3877 Park Ave, Memphis, TN, 38111",3877 Park Ave,Memphis,TN,38111,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
75621,Quick Mart *2,35.0366,-89.9375,"4101 Getwell Road, Memphis, TN, 38118",4101 Getwell Road,Memphis,TN,38118,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
54708,Norene General Store,36.0572,-86.2423,"11150 Cainsville Rd, Lebanon, TN, 37090",11150 Cainsville Rd,Lebanon,TN,37090,Wilson,Hunt Brothers Pizza,Food Chains,151917.0,0.0008754780570969674
86682,Rossville Express,35.0424,-89.5477,"5495 Highway 57, Memphis, TN, 38128",5495 Highway 57,Memphis,TN,38128,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
8520,Soulsville Usa Food Mart,35.124,-90.0417,"843 Mississippi Blvd, Memphis, TN, 38126",843 Mississippi Blvd,Memphis,TN,38126,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
70831,Raceway #6845,35.083694,-85.263611,"3459 Amnicola Hwy, Chattanooga, TN, 37406",3459 Amnicola Hwy,Chattanooga,TN,37406,Hamilton,Hunt Brothers Pizza,Food Chains,369135.0,0.00093732645238192
67431,Gordon's Market,35.7442,-86.3261,"7318 Manchester Pike, Murfreesboro, TN, 37127",7318 Manchester Pike,Murfreesboro,TN,37127,Rutherford,Hunt Brothers Pizza,Food Chains,352182.0,0.0008319562044624654
69740,Save Mart,35.043,-90.0835,"570 W Levi Road, Memphis, TN, 38109",570 W Levi Road,Memphis,TN,38109,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
70615,Sav-On-Gas,35.0738,-89.92,"4317 American Way, Memphis, TN, 38118",4317 American Way,Memphis,TN,38118,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
54676,Oakwood Food Market Inc,36.5358,-87.5792,"3901 Oakwood Road, Woodlawn, TN, 37191",3901 Oakwood Road,Woodlawn,TN,37191,Montgomery,Hunt Brothers Pizza,Food Chains,227900.0,0.0007591048705572619
54747,Discount Tobacco & Beer,36.2357,-86.4317,"3761 Hwy 109 N, Lebanon, TN, 37087",3761 Hwy 109 N,Lebanon,TN,37087,Wilson,Hunt Brothers Pizza,Food Chains,151917.0,0.0008754780570969674
59483,Save Market,35.1811,-89.9764,"1648 Oakwood Street, Memphis, TN, 38108",1648 Oakwood Street,Memphis,TN,38108,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
81851,Harry's 44,35.7144,-86.4159,"5855 Shelbyville Hwy, Christiana, TN, 37037",5855 Shelbyville Hwy,Christiana,TN,37037,Rutherford,Hunt Brothers Pizza,Food Chains,352182.0,0.0008319562044624654
