Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,URL,Provider,Category,Status,Direction URL,geometry
69549,Marathon Express Mart,35.2428,-89.9252,"4286 Raleigh Millington Rd, Memphis, TN, 38128",4286 Raleigh Millington Rd,Memphis,TN,38128,Shelby,https://www.huntbrotherspizza.com/location-details/69549/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4286+Raleigh+Millington+Rd,+Memphis,+TN,+38128,+USA/",POINT (-89.9252 35.2428)
69736,S-Mart Market (If285),35.0603,-90.0808,"3233 Ford Road, Memphis, TN, 38109",3233 Ford Road,Memphis,TN,38109,Shelby,https://www.huntbrotherspizza.com/location-details/69736/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3233+Ford+Road,+Memphis,+TN,+38109,+USA/",POINT (-90.0808 35.0603)
79561,Crossroads Market,36.203795,-82.469396,"3401 Highway 81 South, Jonesborough, TN, 37659",3401 Highway 81 South,Jonesborough,TN,37659,Washington,https://www.huntbrotherspizza.com/location-details/79561/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3401+Highway+81+South,+Jonesborough,+TN,+37659,+USA/",POINT (-82.469396 36.203795)
69641,Smart Mart *2,35.0603,-89.8653,"5935 Knight Arnold Road Ext, Memphis, TN, 38115",5935 Knight Arnold Road Ext,Memphis,TN,38115,Shelby,https://www.huntbrotherspizza.com/location-details/69641/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5935+Knight+Arnold+Road+Ext,+Memphis,+TN,+38115,+USA/",POINT (-89.8653 35.0603)
63871,Sudden Service #0019,36.4832,-86.8634,"2813 Memorial Blvd, Springfield, TN, 37172",2813 Memorial Blvd,Springfield,TN,37172,Robertson,https://www.huntbrotherspizza.com/location-details/63871/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2813+Memorial+Blvd,+Springfield,+TN,+37172,+USA/",POINT (-86.8634 36.4832)
79907,Mosheim Tobacco & Grocery,36.197263,-82.945809,"7120 Blue Spring Parkway, Mosheim, TN, 37818",7120 Blue Spring Parkway,Mosheim,TN,37818,Greene,https://www.huntbrotherspizza.com/location-details/79907/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7120+Blue+Spring+Parkway,+Mosheim,+TN,+37818,+USA/",POINT (-82.945809 36.197263)
54650,Speedy Mart,36.1499,-86.6981,"2011 Elm Hill Pike, Nashville, TN, 37210",2011 Elm Hill Pike,Nashville,TN,37210,Davidson,https://www.huntbrotherspizza.com/location-details/54650/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2011+Elm+Hill+Pike,+Nashville,+TN,+37210,+USA/",POINT (-86.6981 36.1499)
69737,Stop N Save,35.0471,-90.0628,"3720 S 3rd St, Memphis, TN, 38109",3720 S 3rd St,Memphis,TN,38109,Shelby,https://www.huntbrotherspizza.com/location-details/69737/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3720+S+3rd+St,+Memphis,+TN,+38109,+USA/",POINT (-90.0628 35.0471)
78234,Tj's Donut Factory,35.853,-86.432,"352 North Thompson Ln, Murfreesboro, TN, 37129",352 North Thompson Ln,Murfreesboro,TN,37129,Rutherford,https://www.huntbrotherspizza.com/location-details/78234/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/352+North+Thompson+Ln,+Murfreesboro,+TN,+37129,+USA/",POINT (-86.432 35.853)
69041,Medon One Stop,35.4353,-88.8743,"2380 Highway 18, Medon, TN, 38356",2380 Highway 18,Medon,TN,38356,Madison,https://www.huntbrotherspizza.com/location-details/69041/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2380+Highway+18,+Medon,+TN,+38356,+USA/",POINT (-88.8743 35.4353)
66834,Glen's Grocery,35.8168,-86.7748,"4778 Peytonsville Road, Franklin, TN, 37064",4778 Peytonsville Road,Franklin,TN,37064,Williamson,https://www.huntbrotherspizza.com/location-details/66834/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4778+Peytonsville+Road,+Franklin,+TN,+37064,+USA/",POINT (-86.7748 35.8168)
61493,Express Food Mart,35.0871,-89.9632,"2984 Lamar Ave, Memphis, TN, 38114",2984 Lamar Ave,Memphis,TN,38114,Shelby,https://www.huntbrotherspizza.com/location-details/61493/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2984+Lamar+Ave,+Memphis,+TN,+38114,+USA/",POINT (-89.9632 35.0871)
69667,Winchester Omega,35.0527,-89.9481,"3454 Winchester Rd, Memphis, TN, 38118",3454 Winchester Rd,Memphis,TN,38118,Shelby,https://www.huntbrotherspizza.com/location-details/69667/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3454+Winchester+Rd,+Memphis,+TN,+38118,+USA/",POINT (-89.9481 35.0527)
85764,Nbm Community Mkt,36.0347,-89.4013,"104 St Joseph Ave, Brentwood, TN, 37024",104 St Joseph Ave,Brentwood,TN,37024,Williamson,https://www.huntbrotherspizza.com/location-details/85764/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/104+St+Joseph+Ave,+Brentwood,+TN,+37024,+USA/",POINT (-89.4013 36.0347)
79540,Creekside Market 3,36.151443,-82.716736,"4050 Erwin Highway, Afton, TN, 37616",4050 Erwin Highway,Afton,TN,37616,Greene,https://www.huntbrotherspizza.com/location-details/79540/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4050+Erwin+Highway,+Afton,+TN,+37616,+USA/",POINT (-82.716736 36.151443)
79553,Village Food Mart,36.585277,-82.142251,"1807 King College Road, Bristol, TN, 37620",1807 King College Road,Bristol,TN,37620,Sullivan,https://www.huntbrotherspizza.com/location-details/79553/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1807+King+College+Road,+Bristol,+TN,+37620,+USA/",POINT (-82.142251 36.585277)
70625,Airways Express,35.0796,-89.9845,"2400 Airways Blvd, Memphis, TN, 38114",2400 Airways Blvd,Memphis,TN,38114,Shelby,https://www.huntbrotherspizza.com/location-details/70625/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2400+Airways+Blvd,+Memphis,+TN,+38114,+USA/",POINT (-89.9845 35.0796)
69531,J And R Food Market,35.2253,-90.0147,"1473 Corning Street, Memphis, TN, 38127",1473 Corning Street,Memphis,TN,38127,Shelby,https://www.huntbrotherspizza.com/location-details/69531/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1473+Corning+Street,+Memphis,+TN,+38127,+USA/",POINT (-90.0147 35.2253)
54716,All Star Mini Mart,36.2075,-86.7935,"2201 Whites Creek Pike, Nashville, TN, 37207",2201 Whites Creek Pike,Nashville,TN,37207,Davidson,https://www.huntbrotherspizza.com/location-details/54716/,Hunt Brothers Pizza,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2201+Whites+Creek+Pike,+Nashville,+TN,+37207,+USA/",POINT (-86.7935 36.2075)
4440,Ihop Peoples St,36.34956,-82.3999,"3214 Peoples St, Johnson City, TN, 37604",3214 Peoples St,Johnson City,TN,37604,Washington,https://restaurants.ihop.com/tn/johnsoncity/breakfast-3214-peoples-st-4440,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3214+Peoples+St,+Johnson+City,+TN,+37604,+USA/",POINT (-82.3999 36.34956)
4486,Ihop Hwy 153,35.12201,-85.2395,"5113 Hwy 153, Hixson, TN, 37343",5113 Hwy 153,Hixson,TN,37343,Hamilton,https://restaurants.ihop.com/tn/hixson/breakfast-5113-hwy-153-4486,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5113+Hwy+153,+Hixson,+TN,+37343,+USA/",POINT (-85.2395 35.12201)
4494,Ihop Pkwy,35.78306,-83.55183,"3636 Pkwy, Pigeon Forge, TN, 37863",3636 Pkwy,Pigeon Forge,TN,37863,Sevier,https://restaurants.ihop.com/tn/pigeonforge/breakfast-3636-pkwy-4494,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3636+Pkwy,+Pigeon+Forge,+TN,+37863,+USA/",POINT (-83.55183 35.78306)
428,Ihop Kingston Pike,35.9305,-84.02656,"7128 Kingston Pike, Knoxville, TN, 37919",7128 Kingston Pike,Knoxville,TN,37919,Knox,https://restaurants.ihop.com/tn/knoxville/breakfast-7128-kingston-pike-428,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7128+Kingston+Pike,+Knoxville,+TN,+37919,+USA/",POINT (-84.02656 35.9305)
486,Ihop 1802 Pkwy,35.82925,-83.5746,"1802 Pkwy, Sevierville, TN, 37862",1802 Pkwy,Sevierville,TN,37862,Sevier,https://restaurants.ihop.com/tn/sevierville/breakfast-1802-pkwy-486,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1802+Pkwy,+Sevierville,+TN,+37862,+USA/",POINT (-83.5746 35.82925)
4441,Ihop Stonebridge Blvd,35.67192,-88.85415,"9 Stonebridge Blvd, Jackson, TN, 38305",9 Stonebridge Blvd,Jackson,TN,38305,Madison,https://restaurants.ihop.com/tn/jackson/breakfast-9-stonebridge-blvd-4441,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/9+Stonebridge+Blvd,+Jackson,+TN,+38305,+USA/",POINT (-88.85415 35.67192)
3292,Ihop N. Germantown Pkwy,35.15573,-89.79492,"1106 N Germantown Pkwy, Cordova, TN, 38016",1106 N Germantown Pkwy,Cordova,TN,38016,Shelby,https://restaurants.ihop.com/tn/cordova/breakfast-1106-n.-germantown-pkwy-3292,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1106+N+Germantown+Pkwy,+Cordova,+TN,+38016,+USA/",POINT (-89.79492 35.15573)
3188,Ihop Wilkinsville Rd,35.35821,-89.89494,"8484 Wilkinsville Rd, Millington, TN, 38053",8484 Wilkinsville Rd,Millington,TN,38053,Shelby,https://restaurants.ihop.com/tn/millington/breakfast-8484-wilkinsville-rd-3188,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/8484+Wilkinsville+Rd,+Millington,+TN,+38053,+USA/",POINT (-89.89494 35.35821)
4464,Ihop Sycamore View Rd,35.17042,-89.86733,"1661 Sycamore View Rd, Memphis, TN, 38134",1661 Sycamore View Rd,Memphis,TN,38134,Shelby,https://restaurants.ihop.com/tn/memphis/breakfast-1661-sycamore-view-rd-4464,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1661+Sycamore+View+Rd,+Memphis,+TN,+38134,+USA/",POINT (-89.86733 35.17042)
3218,Ihop Team Blvd,35.98017,-86.56345,"779 Team Blvd, Smyrna, TN, 37167",779 Team Blvd,Smyrna,TN,37167,Rutherford,https://restaurants.ihop.com/tn/smyrna/breakfast-779-team-blvd-3218,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/779+Team+Blvd,+Smyrna,+TN,+37167,+USA/",POINT (-86.56345 35.98017)
4442,Ihop Old Hickory Blvd,36.19339,-86.61642,"5016 Old Hickory Blvd, Hermitage, TN, 37076",5016 Old Hickory Blvd,Hermitage,TN,37076,Davidson,https://restaurants.ihop.com/tn/hermitage/breakfast-5016-old-hickory-blvd-4442,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5016+Old+Hickory+Blvd,+Hermitage,+TN,+37076,+USA/",POINT (-86.61642 36.19339)
4404,Ihop Showcase Blvd,35.07538,-89.90577,"4725 Showcase Blvd, Memphis, TN, 38118",4725 Showcase Blvd,Memphis,TN,38118,Shelby,https://restaurants.ihop.com/tn/memphis/breakfast-4725-showcase-blvd-4404,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4725+Showcase+Blvd,+Memphis,+TN,+38118,+USA/",POINT (-89.90577 35.07538)
3326,Ihop Charlotte Pike,36.13491,-86.88903,"6800 Charlotte Pike, Nashville, TN, 37209",6800 Charlotte Pike,Nashville,TN,37209,Davidson,https://restaurants.ihop.com/tn/nashville/breakfast-6800-charlotte-pike-3326,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/6800+Charlotte+Pike,+Nashville,+TN,+37209,+USA/",POINT (-86.88903 36.13491)
3383,Ihop Murfreesboro Rd,35.91723,-86.82912,"1203 Murfreesboro Rd, Franklin, TN, 37064",1203 Murfreesboro Rd,Franklin,TN,37064,Williamson,https://restaurants.ihop.com/tn/franklin/breakfast-1203-murfreesboro-rd-3383,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1203+Murfreesboro+Rd,+Franklin,+TN,+37064,+USA/",POINT (-86.82912 35.91723)
3380,Ihop Brainerd Rd,35.01194,-85.21266,"5814 Brainerd Rd, Chattanooga, TN, 37411",5814 Brainerd Rd,Chattanooga,TN,37411,Hamilton,https://restaurants.ihop.com/tn/chattanooga/breakfast-5814-brainerd-rd-3380,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5814+Brainerd+Rd,+Chattanooga,+TN,+37411,+USA/",POINT (-85.21266 35.01194)
4420,Ihop B Wilma Rudolph Blvd,36.59017,-87.29161,"2819 B Wilma Rudolph Boulevard, Clarksville, TN, 37040",2819 B Wilma Rudolph Boulevard,Clarksville,TN,37040,Montgomery,https://restaurants.ihop.com/tn/clarksville/breakfast-2819-b-wilma-rudolph-boulevard-4420,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2819+B+Wilma+Rudolph+Boulevard,+Clarksville,+TN,+37040,+USA/",POINT (-87.29161 36.59017)
3615,Ihop 520 Pleasant Grove Rd,36.177858,-86.517012,"520 Pleasant Grove Rd, Mount Juliet, TN, 37122",520 Pleasant Grove Rd,Mount Juliet,TN,37122,Wilson,https://restaurants.ihop.com/tn/mountjuliet/breakfast-520-pleasant-grove-rd-3615,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/520+Pleasant+Grove+Rd,+Mount+Juliet,+TN,+37122,+USA/",POINT (-86.517012 36.177858)
3277,Ihop S. Illinois Ave,36.00712,-84.25571,"355 S Illinois Ave, Oak Ridge, TN, 37830",355 S Illinois Ave,Oak Ridge,TN,37830,Anderson,https://restaurants.ihop.com/tn/oakridge/breakfast-355-s.-illinois-ave-3277,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/355+S+Illinois+Ave,+Oak+Ridge,+TN,+37830,+USA/",POINT (-84.25571 36.00712)
4427,Ihop Wolfcreek Pkwy,35.2023,-89.79391,"2810 Wolfcreek Pkwy, Memphis, TN, 38133",2810 Wolfcreek Pkwy,Memphis,TN,38133,Shelby,https://restaurants.ihop.com/tn/memphis/breakfast-2810-wolfcreek-pkwy-4427,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2810+Wolfcreek+Pkwy,+Memphis,+TN,+38133,+USA/",POINT (-89.79391 35.2023)
4473,Ihop Interstate Dr,36.13867,-85.50622,"1115 Interstate Dr, Cookeville, TN, 38501",1115 Interstate Dr,Cookeville,TN,38501,Putnam,https://restaurants.ihop.com/tn/cookeville/breakfast-1115-interstate-dr-4473,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1115+Interstate+Dr,+Cookeville,+TN,+38501,+USA/",POINT (-85.50622 36.13867)
3781,Ihop Bristol,36.568839,-82.198113,"1175 Volunteer Pkwy, Bristol, TN, 37620",1175 Volunteer Pkwy,Bristol,TN,37620,Sullivan,https://restaurants.ihop.com/tn/bristol/breakfast-1175-volunteer-pkwy-3781,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1175+Volunteer+Pkwy,+Bristol,+TN,+37620,+USA/",POINT (-82.198113 36.568839)
4451,Ihop Target Dr,36.04391,-86.6594,"5420 Target Dr, Antioch, TN, 37013",5420 Target Dr,Antioch,TN,37013,Davidson,https://restaurants.ihop.com/tn/antioch/breakfast-5420-target-dr-4451,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5420+Target+Dr,+Antioch,+TN,+37013,+USA/",POINT (-86.6594 36.04391)
4413,Ihop Old Fort Pkwy,35.84726,-86.42184,"1728 Old Fort Pkwy, Murfreesboro, TN, 37129",1728 Old Fort Pkwy,Murfreesboro,TN,37129,Rutherford,https://restaurants.ihop.com/tn/murfreesboro/breakfast-1728-old-fort-pkwy-4413,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1728+Old+Fort+Pkwy,+Murfreesboro,+TN,+37129,+USA/",POINT (-86.42184 35.84726)
4443,Ihop Merchants Center Blvd,36.01006,-83.97435,"5604 Merchants Center Blvd, Knoxville, TN, 37912",5604 Merchants Center Blvd,Knoxville,TN,37912,Knox,https://restaurants.ihop.com/tn/knoxville/breakfast-5604-merchants-center-blvd-4443,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5604+Merchants+Center+Blvd,+Knoxville,+TN,+37912,+USA/",POINT (-83.97435 36.01006)
4426,Ihop Union Ave,35.13491,-89.99295,"2060 Union Ave, Memphis, TN, 38104",2060 Union Ave,Memphis,TN,38104,Shelby,https://restaurants.ihop.com/tn/memphis/breakfast-2060-union-ave-4426,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2060+Union+Ave,+Memphis,+TN,+38104,+USA/",POINT (-89.99295 35.13491)
470,Ihop Nolensville Pike,36.08003,-86.72574,"4098 Nolensville Pike Harding Mall, Nashville, TN, 37211",4098 Nolensville Pike Harding Mall,Nashville,TN,37211,Davidson,https://restaurants.ihop.com/tn/nashville/breakfast-4098-nolensville-pike-470,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4098+Nolensville+Pike+Harding+Mall,+Nashville,+TN,+37211,+USA/",POINT (-86.72574 36.08003)
4462,Ihop Riverdale Rd,35.04752,-89.82977,"3710 Riverdale Rd, Memphis, TN, 38115",3710 Riverdale Rd,Memphis,TN,38115,Shelby,https://restaurants.ihop.com/tn/memphis/breakfast-3710-riverdale-rd-4462,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3710+Riverdale+Rd,+Memphis,+TN,+38115,+USA/",POINT (-89.82977 35.04752)
476,Ihop Gallatin Pike N,36.30492,-86.68775,"2219 Gallatin Pike N, Madison, TN, 37115",2219 Gallatin Pike N,Madison,TN,37115,Davidson,https://restaurants.ihop.com/tn/madison/breakfast-2219-gallatin-pike-n-476,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2219+Gallatin+Pike+N,+Madison,+TN,+37115,+USA/",POINT (-86.68775 36.30492)
5633,Ihop Van Hill Rd,36.32568,-82.835546,"195 Van Hill Rd, Greeneville, TN, 37745",195 Van Hill Rd,Greeneville,TN,37745,Greene,https://restaurants.ihop.com/tn/greeneville/breakfast-195-van-hill-rd-5633,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/195+Van+Hill+Rd,+Greeneville,+TN,+37745,+USA/",POINT (-82.835546 36.32568)
3154,Ihop Mountain Grove Dr,35.90648,-83.83625,"7609 Mountain Grove Dr, Knoxville, TN, 37920",7609 Mountain Grove Dr,Knoxville,TN,37920,Knox,https://restaurants.ihop.com/tn/knoxville/breakfast-7609-mountain-grove-dr-3154,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7609+Mountain+Grove+Dr,+Knoxville,+TN,+37920,+USA/",POINT (-83.83625 35.90648)
2007,Ihop Freedom Pkwy Nw,35.20974,-84.85493,"4323 Freedom Pkwy Nw, Cleveland, TN, 37312",4323 Freedom Pkwy Nw,Cleveland,TN,37312,Bradley,https://restaurants.ihop.com/tn/cleveland/breakfast-4323-freedom-pkwy-nw-2007,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4323+Freedom+Pkwy+Nw,+Cleveland,+TN,+37312,+USA/",POINT (-84.85493 35.20974)
4476,Ihop Lovell Rd,35.90265,-84.1412,"313 Lovell Rd, Farragut, TN, 37934",313 Lovell Rd,Farragut,TN,37934,Knox,https://restaurants.ihop.com/tn/knoxville/breakfast-313-lovell-rd-4476,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/313+Lovell+Rd,+Farragut,+TN,+37934,+USA/",POINT (-84.1412 35.90265)
4435,Ihop E Stone Dr,36.55114,-82.52908,"1201 E Stone Dr, Kingsport, TN, 37660",1201 E Stone Dr,Kingsport,TN,37660,Sullivan,https://restaurants.ihop.com/tn/kingsport/breakfast-1201-e-stone-dr-4435,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1201+E+Stone+Dr,+Kingsport,+TN,+37660,+USA/",POINT (-82.52908 36.55114)
4412,Ihop Turner St,35.75295,-83.99588,"906 Turner St, Maryville, TN, 37801",906 Turner St,Maryville,TN,37801,Blount,https://restaurants.ihop.com/tn/maryville/breakfast-906-turner-st-4412,IHOP,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/906+Turner+St,+Maryville,+TN,+37801,+USA/",POINT (-83.99588 35.75295)
,Jack In The Box Nashville,36.14965,-86.858421,"5615 Charlotte Pike, Nashville, TN, 37209",5615 Charlotte Pike,Nashville,TN,37209,Davidson,https://locations.jackinthebox.com/us/tn/nashville/5615-charlotte-pike,Jack In The Box,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5615+Charlotte+Pike,+Nashville,+TN,+37209,+USA/",POINT (-86.858421 36.14965)
,Jack In The Box Hermitage,36.174389,-86.601748,"5656 Old Hickory Blvd, Hermitage, TN, 37076",5656 Old Hickory Blvd,Hermitage,TN,37076,Davidson,https://locations.jackinthebox.com/us/tn/hermitage/5656-old-hickory-blvd,Jack In The Box,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5656+Old+Hickory+Blvd,+Hermitage,+TN,+37076,+USA/",POINT (-86.601748 36.174389)
,Jack In The Box Clarksville,36.553817,-87.396643,"40 Dover Crossing Rd, Clarksville, TN, 37042",40 Dover Crossing Rd,Clarksville,TN,37042,Montgomery,https://locations.jackinthebox.com/us/tn/clarksville/40-dover-crossing-rd,Jack In The Box,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/40+Dover+Crossing+Rd,+Clarksville,+TN,+37042,+USA/",POINT (-87.396643 36.553817)
,Jack In The Box Nashville,36.269685,-86.756004,"3900 Dickerson Pike, Nashville, TN, 37207",3900 Dickerson Pike,Nashville,TN,37207,Davidson,https://locations.jackinthebox.com/us/tn/nashville/3900-dickerson-pike,Jack In The Box,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3900+Dickerson+Pike,+Nashville,+TN,+37207,+USA/",POINT (-86.756004 36.269685)
337,Jack's,35.3429953,-89.9073716,"7954 Us Hwy 51 N, Millington, TN, 38053",7954 Us Hwy 51 N,Millington,TN,38053,Shelby,https://locations.eatatjacks.com/jacks-d1c17a9bab1a,Jack's Family Restaurants,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7954+Us+Hwy+51+N,+Millington,+TN,+38053,+USA/",POINT (-89.9073716 35.3429953)
289,Jack's East Ridge,34.997149,-85.241153,"4209 Ringgold Rd, Chattanooga, TN, 37412",4209 Ringgold Rd,Chattanooga,TN,37412,Hamilton,https://locations.eatatjacks.com/jacks-cc384a2c8f28,Jack's Family Restaurants,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4209+Ringgold+Rd,+Chattanooga,+TN,+37412,+USA/",POINT (-85.241153 34.997149)
308,Jack's,35.14952583,-85.20623767,"5933 Hixson Pike, Hixson, TN, 37343",5933 Hixson Pike,Hixson,TN,37343,Hamilton,https://locations.eatatjacks.com/jacks-1bf409b07783,Jack's Family Restaurants,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5933+Hixson+Pike,+Hixson,+TN,+37343,+USA/",POINT (-85.20623767 35.14952583)
300,Jack's Jackson South Highland,35.5669286,-88.8142718,"1648 S Highland Ave, Jackson, TN, 38301",1648 S Highland Ave,Jackson,TN,38301,Madison,https://locations.eatatjacks.com/jacks-ddb8f86db994,Jack's Family Restaurants,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1648+S+Highland+Ave,+Jackson,+TN,+38301,+USA/",POINT (-88.8142718 35.5669286)
263,Jack's Jackson Parkstone,35.674729,-88.780342,"157 Parkstone Place, Jackson, TN, 38305",157 Parkstone Place,Jackson,TN,38305,Madison,https://locations.eatatjacks.com/jacks-2ac26ca83369,Jack's Family Restaurants,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/157+Parkstone+Place,+Jackson,+TN,+38305,+USA/",POINT (-88.780342 35.674729)
261,Jack's Lookout Valley,35.017803,-85.374675,"3530 Cummings Highway, Chattanooga, TN, 37419",3530 Cummings Highway,Chattanooga,TN,37419,Hamilton,https://locations.eatatjacks.com/jacks-c209afd26ba0,Jack's Family Restaurants,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3530+Cummings+Highway,+Chattanooga,+TN,+37419,+USA/",POINT (-85.374675 35.017803)
272,Jack's Jackson North Highland,35.5669419,-88.8142276,"3180 North Highlands Ave, Jackson, TN, 38305",3180 North Highlands Ave,Jackson,TN,38305,Madison,https://locations.eatatjacks.com/jacks-3a263283f088,Jack's Family Restaurants,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3180+North+Highlands+Ave,+Jackson,+TN,+38305,+USA/",POINT (-88.8142276 35.5669419)
310,Jack's,35.1215851,-85.2871724,"4038 Dayton Blvd, Chattanooga, TN, 37415",4038 Dayton Blvd,Chattanooga,TN,37415,Hamilton,https://locations.eatatjacks.com/jacks-eef9805a6ea8,Jack's Family Restaurants,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4038+Dayton+Blvd,+Chattanooga,+TN,+37415,+USA/",POINT (-85.2871724 35.1215851)
347,Jack's,35.0623245,-85.072226,"9315 Apison Pike, Ooltewah, TN, 37363",9315 Apison Pike,Ooltewah,TN,37363,Hamilton,https://locations.eatatjacks.com/jacks-c210e723463c,Jack's Family Restaurants,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/9315+Apison+Pike,+Ooltewah,+TN,+37363,+USA/",POINT (-85.072226 35.0623245)
322,Jack's,35.0347605,-85.1786176,"6411 Lee Hwy, Chattanooga, TN, 37421",6411 Lee Hwy,Chattanooga,TN,37421,Hamilton,https://locations.eatatjacks.com/jacks-76161ae65d94,Jack's Family Restaurants,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/6411+Lee+Hwy,+Chattanooga,+TN,+37421,+USA/",POINT (-85.1786176 35.0347605)
103230,Mall At Green Hills,36.10676904,-86.81522162,"2126 Abbott Martin Rd, Nashville, TN, 37215",2126 Abbott Martin Rd,Nashville,TN,37215,Davidson,https://locations.jamba.com/tn/nashville/2126-abbott-martin-rd,Jamba Juice,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2126+Abbott+Martin+Rd,+Nashville,+TN,+37215,+USA/",POINT (-86.81522162 36.10676904)
1510,Medical Center Parkway,35.86609448,-86.45090583,"3053 Medical Center Pkwy Ste A, Murfreesboro, TN, 37129",3053 Medical Center Pkwy Ste A,Murfreesboro,TN,37129,Rutherford,https://locations.jamba.com/tn/murfreesboro/3053-medical-center-pkwy,Jamba Juice,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3053+Medical+Center+Pkwy+Ste+A,+Murfreesboro,+TN,+37129,+USA/",POINT (-86.45090583 35.86609448)
