Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,URL,Provider,Category,Status,Direction URL,geometry
003441,Taco Bell Nashville,36.20515032,-86.77846111,"1410 Brick Church Pike, Nashville, TN, 37207",1410 Brick Church Pike,Nashville,TN,37207,Davidson,https://locations.tacobell.com/tn/nashville/1410-brick-church-pike.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1410+Brick+Church+Pike,+Nashville,+TN,+37207,+USA/",POINT (-86.77846111 36.20515032)
035151,Taco Bell Cordova,35.14896395,-89.7959134,"871 Germantown Pkwy, Cordova, TN, 38018",871 Germantown Pkwy,Cordova,TN,38018,Shelby,https://locations.tacobell.com/tn/cordova/871-germantown-pkwy.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/871+Germantown+Pkwy,+Cordova,+TN,+38018,+USA/",POINT (-89.7959134 35.14896395)
029067,Taco Bell Greeneville,36.18217324,-82.77079318,"3050 E Andrew Johnson Hwy, Greeneville, TN, 37745",3050 E Andrew Johnson Hwy,Greeneville,TN,37745,Greene,https://locations.tacobell.com/tn/greeneville/3050-e-andrew-johnson-hwy.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3050+E+Andrew+Johnson+Hwy,+Greeneville,+TN,+37745,+USA/",POINT (-82.77079318 36.18217324)
032329,Taco Bell Arlington,35.20484536,-89.73394898,"9821 Us Hwy 64, Arlington, TN, 38002",9821 Us Hwy 64,Arlington,TN,38002,Shelby,https://locations.tacobell.com/tn/arlington/9821-us-hwy-64.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/9821+Us+Hwy+64,+Arlington,+TN,+38002,+USA/",POINT (-89.73394898 35.20484536)
034699,Taco Bell Memphis,35.07501446,-89.90580444,"2702 S Perkins Rd, Memphis, TN, 38118",2702 S Perkins Rd,Memphis,TN,38118,Shelby,https://locations.tacobell.com/tn/memphis/2702-s-perkins-rd.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2702+S+Perkins+Rd,+Memphis,+TN,+38118,+USA/",POINT (-89.90580444 35.07501446)
034827,Taco Bell Oak Ridge,36.02464242,-84.24077003,"101 Bus Terminal Road, Oak Ridge, TN, 37830",101 Bus Terminal Road,Oak Ridge,TN,37830,Anderson,https://locations.tacobell.com/tn/oak-ridge/101-bus-terminal-road.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/101+Bus+Terminal+Road,+Oak+Ridge,+TN,+37830,+USA/",POINT (-84.24077003 36.02464242)
035461,Taco Bell Maryville,35.756406,-83.9419497,"2013 East Lamar Alexander Parkway, Maryville, TN, 37804",2013 East Lamar Alexander Parkway,Maryville,TN,37804,Blount,https://locations.tacobell.com/tn/maryville/2013-east-lamar-alexander-parkway.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2013+East+Lamar+Alexander+Parkway,+Maryville,+TN,+37804,+USA/",POINT (-83.9419497 35.756406)
034353,Taco Bell Murfreesboro,35.87127473,-86.35239979,"1414 N Rutherford Blvd, Murfreesboro, TN, 37130",1414 N Rutherford Blvd,Murfreesboro,TN,37130,Rutherford,https://locations.tacobell.com/tn/murfreesboro/1414-n--rutherford-blvd.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1414+N+Rutherford+Blvd,+Murfreesboro,+TN,+37130,+USA/",POINT (-86.35239979 35.87127473)
040162,Taco Bell MC Donald,35.15246601,-84.95023232,"127 Pleasant Grove Road Sw, Mc Donald, TN, 37353",127 Pleasant Grove Road Sw,Mc Donald,TN,37353,Bradley,https://locations.tacobell.com/tn/mcdonald/127-pleasant-grove-road-sw.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/127+Pleasant+Grove+Road+Sw,+Mc+Donald,+TN,+37353,+USA/",POINT (-84.95023232 35.15246601)
034433,Taco Bell Nashville,36.20297734,-86.73840172,"2904 Gallatin Pike, Nashville, TN, 37216",2904 Gallatin Pike,Nashville,TN,37216,Davidson,https://locations.tacobell.com/tn/nashville/2904-gallatin-pike.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2904+Gallatin+Pike,+Nashville,+TN,+37216,+USA/",POINT (-86.73840172 36.20297734)
028380,Taco Bell Nashville,36.10553601,-86.76416032,"2615 Powell Ave, Nashville, TN, 37204",2615 Powell Ave,Nashville,TN,37204,Davidson,https://locations.tacobell.com/tn/nashville/2615-powell-ave.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2615+Powell+Ave,+Nashville,+TN,+37204,+USA/",POINT (-86.76416032 36.10553601)
034434,Taco Bell Clarksville,36.54012561,-87.36630177,"788 Riverside Drive, Clarksville, TN, 37040",788 Riverside Drive,Clarksville,TN,37040,Montgomery,https://locations.tacobell.com/tn/clarksville/788-riverside-drive.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/788+Riverside+Drive,+Clarksville,+TN,+37040,+USA/",POINT (-87.36630177 36.54012561)
L518022,Taco Bell Memphis,35.03965526,-90.06955504,"3995 S 3rd St, Memphis, TN, 38109",3995 S 3rd St,Memphis,TN,38109,Shelby,https://locations.tacobell.com/tn/memphis/3995-s--3rd-st-.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3995+S+3rd+St,+Memphis,+TN,+38109,+USA/",POINT (-90.06955504 35.03965526)
032326,Taco Bell Memphis,35.04888066,-89.79713608,"7964 Windchester Road, Memphis, TN, 38125",7964 Windchester Road,Memphis,TN,38125,Shelby,https://locations.tacobell.com/tn/memphis/7964-windchester-road.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7964+Windchester+Road,+Memphis,+TN,+38125,+USA/",POINT (-89.79713608 35.04888066)
034690,Taco Bell Jackson,35.6672914,-88.82872586,"2330 North Highland, Jackson, TN, 38305",2330 North Highland,Jackson,TN,38305,Madison,https://locations.tacobell.com/tn/jackson/2330-north-highland.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2330+North+Highland,+Jackson,+TN,+38305,+USA/",POINT (-88.82872586 35.6672914)
004789,Taco Bell Knoxville,36.00674995,-84.02767806,"6789 Clinton Highway, Knoxville, TN, 37912",6789 Clinton Highway,Knoxville,TN,37912,Knox,https://locations.tacobell.com/tn/knoxville/6789-clinton-highway.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/6789+Clinton+Highway,+Knoxville,+TN,+37912,+USA/",POINT (-84.02767806 36.00674995)
036220,Taco Bell Hendersonville,36.33423972,-86.61859985,"1004 Glenbrook Way, Hendersonville, TN, 37075",1004 Glenbrook Way,Hendersonville,TN,37075,Sumner,https://locations.tacobell.com/tn/hendersonville/1004-glenbrook-way.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1004+Glenbrook+Way,+Hendersonville,+TN,+37075,+USA/",POINT (-86.61859985 36.33423972)
030711,Taco Bell Spring Hill,35.739587,-86.89300854,"4880 Port Royal Rd, Spring Hill, TN, 37174",4880 Port Royal Rd,Spring Hill,TN,37174,Williamson,https://locations.tacobell.com/tn/spring-hill/4880-port-royal-rd.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4880+Port+Royal+Rd,+Spring+Hill,+TN,+37174,+USA/",POINT (-86.89300854 35.739587)
029052,Taco Bell Sevierville,35.90558946,-83.58061646,"1407 Winfield Dunn Pkwy, Sevierville, TN, 37876",1407 Winfield Dunn Pkwy,Sevierville,TN,37876,Sevier,https://locations.tacobell.com/tn/sevierville/1407-winfield-dunn-pkwy.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1407+Winfield+Dunn+Pkwy,+Sevierville,+TN,+37876,+USA/",POINT (-83.58061646 35.90558946)
034425,Taco Bell Nashville,36.14736863,-86.66598608,"529 Donelson Pike, Nashville, TN, 37214",529 Donelson Pike,Nashville,TN,37214,Davidson,https://locations.tacobell.com/tn/nashville/529-donelson-pike.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/529+Donelson+Pike,+Nashville,+TN,+37214,+USA/",POINT (-86.66598608 36.14736863)
016498,Taco Bell Knoxville,36.02763071,-83.92744351,"4854 N Broadway St, Knoxville, TN, 37918",4854 N Broadway St,Knoxville,TN,37918,Knox,https://locations.tacobell.com/tn/knoxville/4854-n--broadway-st-.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4854+N+Broadway+St,+Knoxville,+TN,+37918,+USA/",POINT (-83.92744351 36.02763071)
035154,Taco Bell Millington,35.34099759,-89.90288888,"4811 Navy Rd, Millington, TN, 38053",4811 Navy Rd,Millington,TN,38053,Shelby,https://locations.tacobell.com/tn/millington/4811-navy-rd.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4811+Navy+Rd,+Millington,+TN,+38053,+USA/",POINT (-89.90288888 35.34099759)
034368,Taco Bell Hendersonville,36.31854622,-86.60035118,"210 Indian Lake Blvd, Hendersonville, TN, 37075",210 Indian Lake Blvd,Hendersonville,TN,37075,Sumner,https://locations.tacobell.com/tn/hendersonville/210-indian-lake-blvd-.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/210+Indian+Lake+Blvd,+Hendersonville,+TN,+37075,+USA/",POINT (-86.60035118 36.31854622)
036459,Taco Bell Mount Juliet,36.23129547,-86.5099682,"10989 Lebanon Road, Mount Juliet, TN, 37122",10989 Lebanon Road,Mount Juliet,TN,37122,Wilson,https://locations.tacobell.com/tn/mount-juliet/10989-lebanon-road.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/10989+Lebanon+Road,+Mount+Juliet,+TN,+37122,+USA/",POINT (-86.5099682 36.23129547)
003442,Taco Bell Nashville,36.1276021,-86.84455134,"4300 Harding Rd, Nashville, TN, 37205",4300 Harding Rd,Nashville,TN,37205,Davidson,https://locations.tacobell.com/tn/nashville/4300-harding-rd.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4300+Harding+Rd,+Nashville,+TN,+37205,+USA/",POINT (-86.84455134 36.1276021)
L518014,Taco Bell Memphis,35.09431388,-89.96989046,"2785 Lamar Ave, Memphis, TN, 38114",2785 Lamar Ave,Memphis,TN,38114,Shelby,https://locations.tacobell.com/tn/memphis/2785-lamar-ave-.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2785+Lamar+Ave,+Memphis,+TN,+38114,+USA/",POINT (-89.96989046 35.09431388)
039028,Taco Bell Greenbrier,36.41492273,-86.79233911,"2225 Us 41, Greenbrier, TN, 37073",2225 Us 41,Greenbrier,TN,37073,Robertson,https://locations.tacobell.com/tn/greenbrier/2225-us-41.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2225+Us+41,+Greenbrier,+TN,+37073,+USA/",POINT (-86.79233911 36.41492273)
036497,Taco Bell Knoxville,35.861266,-84.077661,"1982 Town Center Blvd, Knoxville, TN, 37922",1982 Town Center Blvd,Knoxville,TN,37922,Knox,https://locations.tacobell.com/tn/knoxville/1982-town-center-blvd.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1982+Town+Center+Blvd,+Knoxville,+TN,+37922,+USA/",POINT (-84.077661 35.861266)
034440,Taco Bell Smyrna,35.93118205,-86.53334677,"1895 Almaville Road, Smyrna, TN, 37167",1895 Almaville Road,Smyrna,TN,37167,Rutherford,https://locations.tacobell.com/tn/smyrna/1895-almaville-road.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1895+Almaville+Road,+Smyrna,+TN,+37167,+USA/",POINT (-86.53334677 35.93118205)
035152,Taco Bell Memphis,35.02126599,-89.83173777,"4655 Riverdale Road, Memphis, TN, 38141",4655 Riverdale Road,Memphis,TN,38141,Shelby,https://locations.tacobell.com/tn/memphis/4655-riverdale-road.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4655+Riverdale+Road,+Memphis,+TN,+38141,+USA/",POINT (-89.83173777 35.02126599)
037495,Taco Bell Baxter,36.14003,-85.63156,"125 Fast Lane, Baxter, TN, 38544",125 Fast Lane,Baxter,TN,38544,Putnam,https://locations.tacobell.com/tn/baxter/125-fast-lane.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/125+Fast+Lane,+Baxter,+TN,+38544,+USA/",POINT (-85.63156 36.14003)
034431,Taco Bell Clarksville,36.57887512,-87.40993014,"1670 Ft Campbell Blvd, Clarksville, TN, 37042",1670 Ft Campbell Blvd,Clarksville,TN,37042,Montgomery,https://locations.tacobell.com/tn/clarksville/1670-ft-campbell-blvd.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1670+Ft+Campbell+Blvd,+Clarksville,+TN,+37042,+USA/",POINT (-87.40993014 36.57887512)
021287,Taco Bell Cookeville,36.15557555,-85.51725558,"387 W Jackson Street, Cookeville, TN, 38501",387 W Jackson Street,Cookeville,TN,38501,Putnam,https://locations.tacobell.com/tn/cookeville/387-w--jackson-street.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/387+W+Jackson+Street,+Cookeville,+TN,+38501,+USA/",POINT (-85.51725558 36.15557555)
034424,Taco Bell Smyrna,35.99197704,-86.526529,"305 N Lowry St, Smyrna, TN, 37167",305 N Lowry St,Smyrna,TN,37167,Rutherford,https://locations.tacobell.com/tn/smyrna/305-n-lowry-st.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/305+N+Lowry+St,+Smyrna,+TN,+37167,+USA/",POINT (-86.526529 35.99197704)
034441,Taco Bell Clarksville,36.6245,-87.3191,"1720 Tiny Town Road, Clarksville, TN, 37042",1720 Tiny Town Road,Clarksville,TN,37042,Montgomery,https://locations.tacobell.com/tn/clarksville/1720-tiny-town-road.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1720+Tiny+Town+Road,+Clarksville,+TN,+37042,+USA/",POINT (-87.3191 36.6245)
029044,Taco Bell Cleveland,35.13055752,-84.87646359,"2675 Apd 40, Cleveland, TN, 37323",2675 Apd 40,Cleveland,TN,37323,Bradley,https://locations.tacobell.com/tn/cleveland/2675-apd-40.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2675+Apd+40,+Cleveland,+TN,+37323,+USA/",POINT (-84.87646359 35.13055752)
029069,Taco Bell Knoxville,35.99211511,-83.92087589,"2085 N Broadway St, Knoxville, TN, 37917",2085 N Broadway St,Knoxville,TN,37917,Knox,https://locations.tacobell.com/tn/knoxville/2085-n--broadway-st-.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2085+N+Broadway+St,+Knoxville,+TN,+37917,+USA/",POINT (-83.92087589 35.99211511)
026044,Taco Bell Maryville,35.75195423,-83.99643018,"836 Foothills Mall Dr, Maryville, TN, 37801",836 Foothills Mall Dr,Maryville,TN,37801,Blount,https://locations.tacobell.com/tn/maryville/836-foothills-mall-dr.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/836+Foothills+Mall+Dr,+Maryville,+TN,+37801,+USA/",POINT (-83.99643018 35.75195423)
035126,Taco Bell Smyrna,35.97978158,-86.55899158,"565 Sam Ridley Pkwy W, Smyrna, TN, 37167",565 Sam Ridley Pkwy W,Smyrna,TN,37167,Rutherford,https://locations.tacobell.com/tn/smyrna/565-sam-ridley-pkwy-w.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/565+Sam+Ridley+Pkwy+W,+Smyrna,+TN,+37167,+USA/",POINT (-86.55899158 35.97978158)
036783,Taco Bell Westmoreland,36.55363513,-86.23635701,"5236 Highway 31e, Westmoreland, TN, 37186",5236 Highway 31e,Westmoreland,TN,37186,Sumner,https://locations.tacobell.com/tn/westmoreland/5236-highway-31e.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5236+Highway+31e,+Westmoreland,+TN,+37186,+USA/",POINT (-86.23635701 36.55363513)
022251,Taco Bell Spring Hill,35.77372329,-86.91606984,"4936 Columbia Pike, Spring Hill, TN, 37174",4936 Columbia Pike,Spring Hill,TN,37174,Williamson,https://locations.tacobell.com/tn/spring-hill/4936-columbia-pike.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4936+Columbia+Pike,+Spring+Hill,+TN,+37174,+USA/",POINT (-86.91606984 35.77372329)
015358,Taco Bell Knoxville,35.92339523,-84.09425244,"421 N Cedar Bluff Road Pilot Travel Center 334, Knoxville, TN, 37923",421 N Cedar Bluff Road Pilot Travel Center 334,Knoxville,TN,37923,Knox,https://locations.tacobell.com/tn/knoxville/421-n--cedar-bluff-road.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/421+N+Cedar+Bluff+Road+Pilot+Travel+Center+334,+Knoxville,+TN,+37923,+USA/",POINT (-84.09425244 35.92339523)
034429,Taco Bell Nashville,36.07649983,-86.6414801,"2541 Murfreesboro Rd, Nashville, TN, 37217",2541 Murfreesboro Rd,Nashville,TN,37217,Davidson,https://locations.tacobell.com/tn/nashville/2541-murfreesboro-rd.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2541+Murfreesboro+Rd,+Nashville,+TN,+37217,+USA/",POINT (-86.6414801 36.07649983)
034437,Taco Bell Smyrna,35.96835213,-86.49511222,"850 Nissan Drive, Smyrna, TN, 37167",850 Nissan Drive,Smyrna,TN,37167,Rutherford,https://locations.tacobell.com/tn/smyrna/850-nissan-drive.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/850+Nissan+Drive,+Smyrna,+TN,+37167,+USA/",POINT (-86.49511222 35.96835213)
031928,Taco Bell Nashville,36.04294011,-86.95913364,"8211 Highway 100, Nashville, TN, 37221",8211 Highway 100,Nashville,TN,37221,Davidson,https://locations.tacobell.com/tn/nashville/8211-highway-100.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/8211+Highway+100,+Nashville,+TN,+37221,+USA/",POINT (-86.95913364 36.04294011)
033470,Taco Bell Knoxville,36.07020182,-83.926869,"3003 Maynardville Hwy, Knoxville, TN, 37918",3003 Maynardville Hwy,Knoxville,TN,37918,Knox,https://locations.tacobell.com/tn/knoxville/3003-maynardville-hwy.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3003+Maynardville+Hwy,+Knoxville,+TN,+37918,+USA/",POINT (-83.926869 36.07020182)
034369,Taco Bell Goodlettsville,36.32671204,-86.70067866,"320 Long Hollow Pike, Goodlettsville, TN, 37072",320 Long Hollow Pike,Goodlettsville,TN,37072,Davidson,https://locations.tacobell.com/tn/goodlettsville/320-long-hollow-pike.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/320+Long+Hollow+Pike,+Goodlettsville,+TN,+37072,+USA/",POINT (-86.70067866 36.32671204)
035146,Taco Bell Memphis,35.12926639,-89.94953518,"3378 Poplar Ave, Memphis, TN, 38111",3378 Poplar Ave,Memphis,TN,38111,Shelby,https://locations.tacobell.com/tn/memphis/3378-poplar-ave.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3378+Poplar+Ave,+Memphis,+TN,+38111,+USA/",POINT (-89.94953518 35.12926639)
029068,Taco Bell Knoxville,35.92157106,-83.86609912,"6504 Chapman Hwy, Knoxville, TN, 37920",6504 Chapman Hwy,Knoxville,TN,37920,Knox,https://locations.tacobell.com/tn/knoxville/6504-chapman-hwy.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/6504+Chapman+Hwy,+Knoxville,+TN,+37920,+USA/",POINT (-83.86609912 35.92157106)
032624,Taco Bell Joelton,36.31934572,-86.86631045,"7216 Whites Creek Pike, Joelton, TN, 37080",7216 Whites Creek Pike,Joelton,TN,37080,Davidson,https://locations.tacobell.com/tn/joelton/7216-whites-creek-pike.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7216+Whites+Creek+Pike,+Joelton,+TN,+37080,+USA/",POINT (-86.86631045 36.31934572)
029036,Taco Bell Sevierville,35.86363479,-83.54427691,"931 Dolly Parton Prkwy, Sevierville, TN, 37864",931 Dolly Parton Prkwy,Sevierville,TN,37864,Sevier,https://locations.tacobell.com/tn/sevierville/931-dolly-parton-prkwy.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/931+Dolly+Parton+Prkwy,+Sevierville,+TN,+37864,+USA/",POINT (-83.54427691 35.86363479)
016292,Taco Bell Nashville,36.19132256,-86.79971963,"2101 Rosa L Parks Blvd, Nashville, TN, 37228",2101 Rosa L Parks Blvd,Nashville,TN,37228,Davidson,https://locations.tacobell.com/tn/nashville/2101-rosa-l--parks-blvd-.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2101+Rosa+L+Parks+Blvd,+Nashville,+TN,+37228,+USA/",POINT (-86.79971963 36.19132256)
022329,Taco Bell Nashville,36.1393589,-86.8023709,"2200 Children's Way, Nashville, TN, 37232",2200 Children's Way,Nashville,TN,37232,Davidson,https://locations.tacobell.com/tn/nashville/2200-children-s-way.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2200+Children's+Way,+Nashville,+TN,+37232,+USA/",POINT (-86.8023709 36.1393589)
035155,Taco Bell Memphis,35.05351481,-90.02460618,"3490 Elvis Presley Blvd, Memphis, TN, 38116",3490 Elvis Presley Blvd,Memphis,TN,38116,Shelby,https://locations.tacobell.com/tn/memphis/3490-elvis-presley-blvd.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3490+Elvis+Presley+Blvd,+Memphis,+TN,+38116,+USA/",POINT (-90.02460618 35.05351481)
033643,Taco Bell Hixson,35.19944509,-85.16031995,"8522 Hixson Pike, Hixson, TN, 37343",8522 Hixson Pike,Hixson,TN,37343,Hamilton,https://locations.tacobell.com/tn/hixson/8522-hixson-pike.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/8522+Hixson+Pike,+Hixson,+TN,+37343,+USA/",POINT (-85.16031995 35.19944509)
002258,Taco Bell Columbia,35.60485166,-87.06626952,"1237 Trotwood Ave, Columbia, TN, 38401",1237 Trotwood Ave,Columbia,TN,38401,Maury,https://locations.tacobell.com/tn/columbia/1237-trotwood-ave.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1237+Trotwood+Ave,+Columbia,+TN,+38401,+USA/",POINT (-87.06626952 35.60485166)
034359,Taco Bell Murfreesboro,35.86309497,-86.40949886,"1301 Nw Broad St, Murfreesboro, TN, 37129",1301 Nw Broad St,Murfreesboro,TN,37129,Rutherford,https://locations.tacobell.com/tn/murfreesboro/1301-nw-broad-st.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1301+Nw+Broad+St,+Murfreesboro,+TN,+37129,+USA/",POINT (-86.40949886 35.86309497)
029560,Taco Bell Brentwood,35.99790004,-86.69063143,"6718 Nolensville Pk, Brentwood, TN, 37027",6718 Nolensville Pk,Brentwood,TN,37027,Williamson,https://locations.tacobell.com/tn/brentwood/6718-nolensville-pk.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/6718+Nolensville+Pk,+Brentwood,+TN,+37027,+USA/",POINT (-86.69063143 35.99790004)
021079,Taco Bell Knoxville,35.92553743,-84.038063,"7600 Kingston Pike, Knoxville, TN, 37919",7600 Kingston Pike,Knoxville,TN,37919,Knox,https://locations.tacobell.com/tn/knoxville/7600-kingston-pike.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7600+Kingston+Pike,+Knoxville,+TN,+37919,+USA/",POINT (-84.038063 35.92553743)
034700,Taco Bell Germantown,35.11334544,-89.80079059,"7858 Wolf River Blvd, Germantown, TN, 38138",7858 Wolf River Blvd,Germantown,TN,38138,Shelby,https://locations.tacobell.com/tn/germantown/7858-wolf-river-blvd-.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7858+Wolf+River+Blvd,+Germantown,+TN,+38138,+USA/",POINT (-89.80079059 35.11334544)
026432,Taco Bell Pigeon Forge,35.80377693,-83.58050287,"206 Wears Valley Road, Pigeon Forge, TN, 37863",206 Wears Valley Road,Pigeon Forge,TN,37863,Sevier,https://locations.tacobell.com/tn/pigeon-forge/206-wears-valley-road.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/206+Wears+Valley+Road,+Pigeon+Forge,+TN,+37863,+USA/",POINT (-83.58050287 35.80377693)
035160,Taco Bell Memphis,35.17951728,-89.83678758,"1983 Whitten Road, Memphis, TN, 38133",1983 Whitten Road,Memphis,TN,38133,Shelby,https://locations.tacobell.com/tn/memphis/1983-whitten-road.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1983+Whitten+Road,+Memphis,+TN,+38133,+USA/",POINT (-89.83678758 35.17951728)
037194,Taco Bell Bristol,36.59462097,-82.21229979,"2582 W State St, Bristol, TN, 37620",2582 W State St,Bristol,TN,37620,Sullivan,https://locations.tacobell.com/tn/bristol/2582-w-state-st.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2582+W+State+St,+Bristol,+TN,+37620,+USA/",POINT (-82.21229979 36.59462097)
029042,Taco Bell Chattanooga,34.99547357,-85.29138176,"4115 Rossville Blvd, Chattanooga, TN, 37407",4115 Rossville Blvd,Chattanooga,TN,37407,Hamilton,https://locations.tacobell.com/tn/chattanooga/4115-rossville-blvd.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4115+Rossville+Blvd,+Chattanooga,+TN,+37407,+USA/",POINT (-85.29138176 34.99547357)
035157,Taco Bell Memphis,35.20421417,-89.79485659,"8033 Hwy 64, Memphis, TN, 38133",8033 Hwy 64,Memphis,TN,38133,Shelby,https://locations.tacobell.com/tn/memphis/8033-hwy-64.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/8033+Hwy+64,+Memphis,+TN,+38133,+USA/",POINT (-89.79485659 35.20421417)
032898,Taco Bell Franklin,35.90460466,-86.87600943,"1710 Columbia Ave, Franklin, TN, 37064",1710 Columbia Ave,Franklin,TN,37064,Williamson,https://locations.tacobell.com/tn/franklin/1710-columbia-ave.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1710+Columbia+Ave,+Franklin,+TN,+37064,+USA/",POINT (-86.87600943 35.90460466)
020818,Taco Bell Murfreesboro,35.84407025,-86.44006364,"155 Cason Lane, Murfreesboro, TN, 37128",155 Cason Lane,Murfreesboro,TN,37128,Rutherford,https://locations.tacobell.com/tn/murfreesboro/155-cason-lane.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/155+Cason+Lane,+Murfreesboro,+TN,+37128,+USA/",POINT (-86.44006364 35.84407025)
031757,Taco Bell Kodak,35.98721141,-83.6058543,"145 Stadium Drive, Kodak, TN, 37764",145 Stadium Drive,Kodak,TN,37764,Sevier,https://locations.tacobell.com/tn/kodak/145-stadium-drive.html,Taco Bell,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/145+Stadium+Drive,+Kodak,+TN,+37764,+USA/",POINT (-83.6058543 35.98721141)
